AbsTime(h),Date,Hour,Solar_W_m2,TestGroup_0,TestGroup_1
0.14,2024/1/1,0.14,0.00,-42.91,-42.91
0.14,2024/1/1,0.14,0.00,-43.07,-43.07
0.14,2024/1/1,0.14,0.00,-43.23,-43.23
0.14,2024/1/1,0.14,0.00,-43.38,-43.38
0.14,2024/1/1,0.14,0.00,-43.54,-43.54
0.14,2024/1/1,0.14,0.00,-43.69,-43.69
0.14,2024/1/1,0.14,0.00,-43.85,-43.85
0.14,2024/1/1,0.14,0.00,-44.00,-44.00
0.14,2024/1/1,0.14,0.00,-44.15,-44.15
0.14,2024/1/1,0.14,0.00,-44.31,-44.31
0.14,2024/1/1,0.14,0.00,-44.46,-44.46
0.14,2024/1/1,0.14,0.00,-44.61,-44.61
0.14,2024/1/1,0.14,0.00,-44.77,-44.77
0.14,2024/1/1,0.14,0.00,-44.92,-44.92
0.14,2024/1/1,0.14,0.00,-45.07,-45.07
0.14,2024/1/1,0.14,0.00,-45.22,-45.22
0.14,2024/1/1,0.14,0.00,-45.37,-45.37
0.14,2024/1/1,0.14,0.00,-45.52,-45.52
0.14,2024/1/1,0.14,0.00,-45.67,-45.67
0.14,2024/1/1,0.14,0.00,-45.82,-45.82
0.14,2024/1/1,0.14,0.00,-45.97,-45.97
0.15,2024/1/1,0.15,0.00,-46.12,-46.12
0.15,2024/1/1,0.15,0.00,-46.27,-46.27
0.15,2024/1/1,0.15,0.00,-46.41,-46.41
0.15,2024/1/1,0.15,0.00,-46.56,-46.56
0.15,2024/1/1,0.15,0.00,-46.71,-46.71
0.15,2024/1/1,0.15,0.00,-46.85,-46.85
0.15,2024/1/1,0.15,0.00,-47.00,-47.00
0.15,2024/1/1,0.15,0.00,-47.15,-47.15
0.15,2024/1/1,0.15,0.00,-47.29,-47.29
0.15,2024/1/1,0.15,0.00,-47.44,-47.44
0.15,2024/1/1,0.15,0.00,-47.58,-47.58
0.15,2024/1/1,0.15,0.00,-47.73,-47.73
0.15,2024/1/1,0.15,0.00,-47.87,-47.87
0.15,2024/1/1,0.15,0.00,-48.01,-48.01
0.15,2024/1/1,0.15,0.00,-48.16,-48.16
0.15,2024/1/1,0.15,0.00,-48.30,-48.30
0.15,2024/1/1,0.15,0.00,-48.44,-48.44
0.15,2024/1/1,0.15,0.00,-48.59,-48.59
0.15,2024/1/1,0.15,0.00,-48.73,-48.73
0.15,2024/1/1,0.15,0.00,-48.87,-48.87
0.15,2024/1/1,0.15,0.00,-49.01,-49.01
0.15,2024/1/1,0.15,0.00,-49.15,-49.15
0.15,2024/1/1,0.15,0.00,-49.29,-49.29
0.15,2024/1/1,0.15,0.00,-49.43,-49.43
0.15,2024/1/1,0.15,0.00,-49.57,-49.57
0.15,2024/1/1,0.15,0.00,-49.71,-49.71
0.15,2024/1/1,0.15,0.00,-49.85,-49.85
0.15,2024/1/1,0.15,0.00,-49.99,-49.99
0.15,2024/1/1,0.15,0.00,-50.13,-50.13
0.15,2024/1/1,0.15,0.00,-50.27,-50.27
0.15,2024/1/1,0.15,0.00,-50.40,-50.40
0.15,2024/1/1,0.15,0.00,-50.54,-50.54
0.15,2024/1/1,0.15,0.00,-50.68,-50.68
0.15,2024/1/1,0.15,0.00,-50.82,-50.82
0.15,2024/1/1,0.15,0.00,-50.95,-50.95
0.15,2024/1/1,0.15,0.00,-51.09,-51.09
0.16,2024/1/1,0.16,0.00,-51.22,-51.22
0.16,2024/1/1,0.16,0.00,-51.36,-51.36
0.16,2024/1/1,0.16,0.00,-51.49,-51.49
0.16,2024/1/1,0.16,0.00,-51.63,-51.63
0.16,2024/1/1,0.16,0.00,-51.76,-51.76
0.16,2024/1/1,0.16,0.00,-51.90,-51.90
0.16,2024/1/1,0.16,0.00,-52.03,-52.03
0.16,2024/1/1,0.16,0.00,-52.16,-52.16
0.16,2024/1/1,0.16,0.00,-52.30,-52.30
0.16,2024/1/1,0.16,0.00,-52.43,-52.43
0.16,2024/1/1,0.16,0.00,-52.56,-52.56
0.16,2024/1/1,0.16,0.00,-52.70,-52.70
0.16,2024/1/1,0.16,0.00,-52.83,-52.83
0.16,2024/1/1,0.16,0.00,-52.96,-52.96
0.16,2024/1/1,0.16,0.00,-53.09,-53.09
0.16,2024/1/1,0.16,0.00,-53.22,-53.22
0.16,2024/1/1,0.16,0.00,-53.35,-53.35
0.16,2024/1/1,0.16,0.00,-53.48,-53.48
0.16,2024/1/1,0.16,0.00,-53.61,-53.61
0.16,2024/1/1,0.16,0.00,-53.74,-53.74
0.16,2024/1/1,0.16,0.00,-53.87,-53.87
0.16,2024/1/1,0.16,0.00,-54.00,-54.00
0.16,2024/1/1,0.16,0.00,-54.13,-54.13
0.16,2024/1/1,0.16,0.00,-54.26,-54.26
0.16,2024/1/1,0.16,0.00,-54.39,-54.39
0.16,2024/1/1,0.16,0.00,-54.51,-54.51
0.16,2024/1/1,0.16,0.00,-54.64,-54.64
0.16,2024/1/1,0.16,0.00,-54.77,-54.77
0.16,2024/1/1,0.16,0.00,-54.90,-54.90
0.16,2024/1/1,0.16,0.00,-55.02,-55.02
0.16,2024/1/1,0.16,0.00,-55.15,-55.15
0.16,2024/1/1,0.16,0.00,-55.28,-55.28
0.16,2024/1/1,0.16,0.00,-55.40,-55.40
0.16,2024/1/1,0.16,0.00,-55.53,-55.53
0.16,2024/1/1,0.16,0.00,-55.65,-55.65
0.16,2024/1/1,0.16,0.00,-55.78,-55.78
0.17,2024/1/1,0.17,0.00,-55.90,-55.90
0.17,2024/1/1,0.17,0.00,-56.03,-56.03
0.17,2024/1/1,0.17,0.00,-56.15,-56.15
0.17,2024/1/1,0.17,0.00,-56.28,-56.28
0.17,2024/1/1,0.17,0.00,-56.40,-56.40
0.17,2024/1/1,0.17,0.00,-56.52,-56.52
0.17,2024/1/1,0.17,0.00,-56.65,-56.65
0.17,2024/1/1,0.17,0.00,-56.77,-56.77
0.17,2024/1/1,0.17,0.00,-56.89,-56.89
0.17,2024/1/1,0.17,0.00,-57.01,-57.01
0.17,2024/1/1,0.17,0.00,-57.14,-57.14
0.17,2024/1/1,0.17,0.00,-57.26,-57.26
0.17,2024/1/1,0.17,0.00,-57.38,-57.38
0.17,2024/1/1,0.17,0.00,-57.50,-57.50
0.17,2024/1/1,0.17,0.00,-57.62,-57.62
0.17,2024/1/1,0.17,0.00,-57.74,-57.74
0.17,2024/1/1,0.17,0.00,-57.86,-57.86
0.17,2024/1/1,0.17,0.00,-57.98,-57.98
0.17,2024/1/1,0.17,0.00,-58.10,-58.10
0.17,2024/1/1,0.17,0.00,-58.22,-58.22
0.17,2024/1/1,0.17,0.00,-58.34,-58.34
0.17,2024/1/1,0.17,0.00,-58.46,-58.46
0.17,2024/1/1,0.17,0.00,-58.58,-58.58
0.17,2024/1/1,0.17,0.00,-58.70,-58.70
0.17,2024/1/1,0.17,0.00,-58.82,-58.82
0.17,2024/1/1,0.17,0.00,-58.93,-58.93
0.17,2024/1/1,0.17,0.00,-59.05,-59.05
0.17,2024/1/1,0.17,0.00,-59.17,-59.17
0.17,2024/1/1,0.17,0.00,-59.29,-59.29
0.17,2024/1/1,0.17,0.00,-59.40,-59.40
0.17,2024/1/1,0.17,0.00,-59.52,-59.52
0.17,2024/1/1,0.17,0.00,-59.64,-59.64
0.17,2024/1/1,0.17,0.00,-59.75,-59.75
0.17,2024/1/1,0.17,0.00,-59.87,-59.87
0.17,2024/1/1,0.17,0.00,-59.98,-59.98
0.17,2024/1/1,0.17,0.00,-60.10,-60.10
0.18,2024/1/1,0.18,0.00,-60.21,-60.21
0.18,2024/1/1,0.18,0.00,-60.33,-60.33
0.18,2024/1/1,0.18,0.00,-60.44,-60.44
0.18,2024/1/1,0.18,0.00,-60.56,-60.56
0.18,2024/1/1,0.18,0.00,-60.67,-60.67
0.18,2024/1/1,0.18,0.00,-60.79,-60.79
0.18,2024/1/1,0.18,0.00,-60.90,-60.90
0.18,2024/1/1,0.18,0.00,-61.01,-61.01
0.18,2024/1/1,0.18,0.00,-61.13,-61.13
0.18,2024/1/1,0.18,0.00,-61.24,-61.24
0.18,2024/1/1,0.18,0.00,-61.35,-61.35
0.18,2024/1/1,0.18,0.00,-61.47,-61.47
0.18,2024/1/1,0.18,0.00,-61.58,-61.58
0.18,2024/1/1,0.18,0.00,-61.69,-61.69
0.18,2024/1/1,0.18,0.00,-61.80,-61.80
0.18,2024/1/1,0.18,0.00,-61.91,-61.91
0.18,2024/1/1,0.18,0.00,-62.03,-62.03
0.18,2024/1/1,0.18,0.00,-62.14,-62.14
0.18,2024/1/1,0.18,0.00,-62.25,-62.25
0.18,2024/1/1,0.18,0.00,-62.36,-62.36
0.18,2024/1/1,0.18,0.00,-62.47,-62.47
0.18,2024/1/1,0.18,0.00,-62.58,-62.58
0.18,2024/1/1,0.18,0.00,-62.69,-62.69
0.18,2024/1/1,0.18,0.00,-62.80,-62.80
0.18,2024/1/1,0.18,0.00,-62.91,-62.91
0.18,2024/1/1,0.18,0.00,-63.02,-63.02
0.18,2024/1/1,0.18,0.00,-63.13,-63.13
0.18,2024/1/1,0.18,0.00,-63.24,-63.24
0.18,2024/1/1,0.18,0.00,-63.34,-63.34
0.18,2024/1/1,0.18,0.00,-63.45,-63.45
0.18,2024/1/1,0.18,0.00,-63.56,-63.56
0.18,2024/1/1,0.18,0.00,-63.67,-63.67
0.18,2024/1/1,0.18,0.00,-63.78,-63.78
0.18,2024/1/1,0.18,0.00,-63.88,-63.88
0.18,2024/1/1,0.18,0.00,-63.99,-63.99
0.18,2024/1/1,0.18,0.00,-64.10,-64.10
0.19,2024/1/1,0.19,0.00,-64.21,-64.21
0.19,2024/1/1,0.19,0.00,-64.31,-64.31
0.19,2024/1/1,0.19,0.00,-64.42,-64.42
0.19,2024/1/1,0.19,0.00,-64.53,-64.53
0.19,2024/1/1,0.19,0.00,-64.63,-64.63
0.19,2024/1/1,0.19,0.00,-64.74,-64.74
0.19,2024/1/1,0.19,0.00,-64.84,-64.84
0.19,2024/1/1,0.19,0.00,-64.95,-64.95
0.19,2024/1/1,0.19,0.00,-65.05,-65.05
0.19,2024/1/1,0.19,0.00,-65.16,-65.16
0.19,2024/1/1,0.19,0.00,-65.26,-65.26
0.19,2024/1/1,0.19,0.00,-65.37,-65.37
0.19,2024/1/1,0.19,0.00,-65.47,-65.47
0.19,2024/1/1,0.19,0.00,-65.58,-65.58
0.19,2024/1/1,0.19,0.00,-65.68,-65.68
0.19,2024/1/1,0.19,0.00,-65.78,-65.78
0.19,2024/1/1,0.19,0.00,-65.89,-65.89
0.19,2024/1/1,0.19,0.00,-65.99,-65.99
0.19,2024/1/1,0.19,0.00,-66.09,-66.09
0.19,2024/1/1,0.19,0.00,-66.20,-66.20
0.19,2024/1/1,0.19,0.00,-66.30,-66.30
0.19,2024/1/1,0.19,0.00,-66.40,-66.40
0.19,2024/1/1,0.19,0.00,-66.50,-66.50
0.19,2024/1/1,0.19,0.00,-66.61,-66.61
0.19,2024/1/1,0.19,0.00,-66.71,-66.71
0.19,2024/1/1,0.19,0.00,-66.81,-66.81
0.19,2024/1/1,0.19,0.00,-66.91,-66.91
0.19,2024/1/1,0.19,0.00,-67.01,-67.01
0.19,2024/1/1,0.19,0.00,-67.11,-67.11
0.19,2024/1/1,0.19,0.00,-67.22,-67.22
0.19,2024/1/1,0.19,0.00,-67.32,-67.32
0.19,2024/1/1,0.19,0.00,-67.42,-67.42
0.19,2024/1/1,0.19,0.00,-67.52,-67.52
0.19,2024/1/1,0.19,0.00,-67.62,-67.62
0.19,2024/1/1,0.19,0.00,-67.72,-67.72
0.19,2024/1/1,0.19,0.00,-67.82,-67.82
0.20,2024/1/1,0.20,0.00,-67.92,-67.92
0.20,2024/1/1,0.20,0.00,-68.02,-68.02
0.20,2024/1/1,0.20,0.00,-68.11,-68.11
0.20,2024/1/1,0.20,0.00,-68.21,-68.21
0.20,2024/1/1,0.20,0.00,-68.31,-68.31
0.20,2024/1/1,0.20,0.00,-68.41,-68.41
0.20,2024/1/1,0.20,0.00,-68.51,-68.51
0.20,2024/1/1,0.20,0.00,-68.61,-68.61
0.20,2024/1/1,0.20,0.00,-68.71,-68.71
0.20,2024/1/1,0.20,0.00,-68.80,-68.80
0.20,2024/1/1,0.20,0.00,-68.90,-68.90
0.20,2024/1/1,0.20,0.00,-69.00,-69.00
0.20,2024/1/1,0.20,0.00,-69.10,-69.10
0.20,2024/1/1,0.20,0.00,-69.19,-69.19
0.20,2024/1/1,0.20,0.00,-69.29,-69.29
0.20,2024/1/1,0.20,0.00,-69.39,-69.39
0.20,2024/1/1,0.20,0.00,-69.48,-69.48
0.20,2024/1/1,0.20,0.00,-69.58,-69.58
0.20,2024/1/1,0.20,0.00,-69.68,-69.68
0.20,2024/1/1,0.20,0.00,-69.77,-69.77
0.20,2024/1/1,0.20,0.00,-69.87,-69.87
0.20,2024/1/1,0.20,0.00,-69.96,-69.96
0.20,2024/1/1,0.20,0.00,-70.06,-70.06
0.20,2024/1/1,0.20,0.00,-70.15,-70.15
0.20,2024/1/1,0.20,0.00,-70.25,-70.25
0.20,2024/1/1,0.20,0.00,-70.34,-70.34
0.20,2024/1/1,0.20,0.00,-70.44,-70.44
0.20,2024/1/1,0.20,0.00,-70.53,-70.53
0.20,2024/1/1,0.20,0.00,-70.63,-70.63
0.20,2024/1/1,0.20,0.00,-70.72,-70.72
0.20,2024/1/1,0.20,0.00,-70.82,-70.82
0.20,2024/1/1,0.20,0.00,-70.91,-70.91
0.20,2024/1/1,0.20,0.00,-71.00,-71.00
0.20,2024/1/1,0.20,0.00,-71.10,-71.10
0.20,2024/1/1,0.20,0.00,-71.19,-71.19
0.20,2024/1/1,0.20,0.00,-71.28,-71.28
0.21,2024/1/1,0.21,0.00,-71.38,-71.38
0.21,2024/1/1,0.21,0.00,-71.47,-71.47
0.21,2024/1/1,0.21,0.00,-71.56,-71.56
0.21,2024/1/1,0.21,0.00,-71.66,-71.66
0.21,2024/1/1,0.21,0.00,-71.75,-71.75
0.21,2024/1/1,0.21,0.00,-71.84,-71.84
0.21,2024/1/1,0.21,0.00,-71.93,-71.93
0.21,2024/1/1,0.21,0.00,-72.02,-72.02
0.21,2024/1/1,0.21,0.00,-72.12,-72.12
0.21,2024/1/1,0.21,0.00,-72.21,-72.21
0.21,2024/1/1,0.21,0.00,-72.30,-72.30
0.21,2024/1/1,0.21,0.00,-72.39,-72.39
0.21,2024/1/1,0.21,0.00,-72.48,-72.48
0.21,2024/1/1,0.21,0.00,-72.57,-72.57
0.21,2024/1/1,0.21,0.00,-72.66,-72.66
0.21,2024/1/1,0.21,0.00,-72.75,-72.75
0.21,2024/1/1,0.21,0.00,-72.84,-72.84
0.21,2024/1/1,0.21,0.00,-72.93,-72.93
0.21,2024/1/1,0.21,0.00,-73.02,-73.02
0.21,2024/1/1,0.21,0.00,-73.11,-73.11
0.21,2024/1/1,0.21,0.00,-73.20,-73.20
0.21,2024/1/1,0.21,0.00,-73.29,-73.29
0.21,2024/1/1,0.21,0.00,-73.38,-73.38
0.21,2024/1/1,0.21,0.00,-73.47,-73.47
0.21,2024/1/1,0.21,0.00,-73.56,-73.56
0.21,2024/1/1,0.21,0.00,-73.65,-73.65
0.21,2024/1/1,0.21,0.00,-73.74,-73.74
0.21,2024/1/1,0.21,0.00,-73.83,-73.83
0.21,2024/1/1,0.21,0.00,-73.92,-73.92
0.21,2024/1/1,0.21,0.00,-74.01,-74.01
0.21,2024/1/1,0.21,0.00,-74.09,-74.09
0.21,2024/1/1,0.21,0.00,-74.18,-74.18
0.21,2024/1/1,0.21,0.00,-74.27,-74.27
0.21,2024/1/1,0.21,0.00,-74.36,-74.36
0.21,2024/1/1,0.21,0.00,-74.44,-74.44
0.21,2024/1/1,0.21,0.00,-74.53,-74.53
0.22,2024/1/1,0.22,0.00,-74.62,-74.62
0.22,2024/1/1,0.22,0.00,-74.71,-74.71
0.22,2024/1/1,0.22,0.00,-74.79,-74.79
0.22,2024/1/1,0.22,0.00,-74.88,-74.88
0.22,2024/1/1,0.22,0.00,-74.97,-74.97
0.22,2024/1/1,0.22,0.00,-75.05,-75.05
0.22,2024/1/1,0.22,0.00,-75.14,-75.14
0.22,2024/1/1,0.22,0.00,-75.23,-75.23
0.22,2024/1/1,0.22,0.00,-75.31,-75.31
0.22,2024/1/1,0.22,0.00,-75.40,-75.40
0.22,2024/1/1,0.22,0.00,-75.48,-75.48
0.22,2024/1/1,0.22,0.00,-75.57,-75.57
0.22,2024/1/1,0.22,0.00,-75.65,-75.65
0.22,2024/1/1,0.22,0.00,-75.74,-75.74
0.22,2024/1/1,0.22,0.00,-75.83,-75.83
0.22,2024/1/1,0.22,0.00,-75.91,-75.91
0.22,2024/1/1,0.22,0.00,-76.00,-76.00
0.22,2024/1/1,0.22,0.00,-76.08,-76.08
0.22,2024/1/1,0.22,0.00,-76.16,-76.16
0.22,2024/1/1,0.22,0.00,-76.25,-76.25
0.22,2024/1/1,0.22,0.00,-76.33,-76.33
0.22,2024/1/1,0.22,0.00,-76.42,-76.42
0.22,2024/1/1,0.22,0.00,-76.50,-76.50
0.22,2024/1/1,0.22,0.00,-76.59,-76.59
0.22,2024/1/1,0.22,0.00,-76.67,-76.67
0.22,2024/1/1,0.22,0.00,-76.75,-76.75
0.22,2024/1/1,0.22,0.00,-76.84,-76.84
0.22,2024/1/1,0.22,0.00,-76.92,-76.92
0.22,2024/1/1,0.22,0.00,-77.00,-77.00
0.22,2024/1/1,0.22,0.00,-77.09,-77.09
0.22,2024/1/1,0.22,0.00,-77.17,-77.17
0.22,2024/1/1,0.22,0.00,-77.25,-77.25
0.22,2024/1/1,0.22,0.00,-77.33,-77.33
0.22,2024/1/1,0.22,0.00,-77.42,-77.42
0.22,2024/1/1,0.22,0.00,-77.50,-77.50
0.22,2024/1/1,0.22,0.00,-77.58,-77.58
0.23,2024/1/1,0.23,0.00,-77.66,-77.66
0.23,2024/1/1,0.23,0.00,-77.75,-77.74
0.23,2024/1/1,0.23,0.00,-77.83,-77.83
0.23,2024/1/1,0.23,0.00,-77.91,-77.91
0.23,2024/1/1,0.23,0.00,-77.99,-77.99
0.23,2024/1/1,0.23,0.00,-78.07,-78.07
0.23,2024/1/1,0.23,0.00,-78.15,-78.15
0.23,2024/1/1,0.23,0.00,-78.23,-78.23
0.23,2024/1/1,0.23,0.00,-78.31,-78.31
0.23,2024/1/1,0.23,0.00,-78.40,-78.40
0.23,2024/1/1,0.23,0.00,-78.48,-78.48
0.23,2024/1/1,0.23,0.00,-78.56,-78.56
0.23,2024/1/1,0.23,0.00,-78.64,-78.64
0.23,2024/1/1,0.23,0.00,-78.72,-78.72
0.23,2024/1/1,0.23,0.00,-78.80,-78.80
0.23,2024/1/1,0.23,0.00,-78.88,-78.88
0.23,2024/1/1,0.23,0.00,-78.96,-78.96
0.23,2024/1/1,0.23,0.00,-79.04,-79.04
0.23,2024/1/1,0.23,0.00,-79.12,-79.12
0.23,2024/1/1,0.23,0.00,-79.20,-79.20
0.23,2024/1/1,0.23,0.00,-79.28,-79.28
0.23,2024/1/1,0.23,0.00,-79.36,-79.36
0.23,2024/1/1,0.23,0.00,-79.43,-79.43
0.23,2024/1/1,0.23,0.00,-79.51,-79.51
0.23,2024/1/1,0.23,0.00,-79.59,-79.59
0.23,2024/1/1,0.23,0.00,-79.67,-79.67
0.23,2024/1/1,0.23,0.00,-79.75,-79.75
0.23,2024/1/1,0.23,0.00,-79.83,-79.83
0.23,2024/1/1,0.23,0.00,-79.91,-79.91
0.23,2024/1/1,0.23,0.00,-79.99,-79.99
0.23,2024/1/1,0.23,0.00,-80.06,-80.06
0.23,2024/1/1,0.23,0.00,-80.14,-80.14
0.23,2024/1/1,0.23,0.00,-80.22,-80.22
0.23,2024/1/1,0.23,0.00,-80.30,-80.30
0.23,2024/1/1,0.23,0.00,-80.37,-80.37
0.23,2024/1/1,0.23,0.00,-80.45,-80.45
0.24,2024/1/1,0.24,0.00,-80.53,-80.53
0.24,2024/1/1,0.24,0.00,-80.61,-80.61
0.24,2024/1/1,0.24,0.00,-80.68,-80.68
0.24,2024/1/1,0.24,0.00,-80.76,-80.76
0.24,2024/1/1,0.24,0.00,-80.84,-80.84
0.24,2024/1/1,0.24,0.00,-80.91,-80.91
0.24,2024/1/1,0.24,0.00,-80.99,-80.99
0.24,2024/1/1,0.24,0.00,-81.07,-81.07
0.24,2024/1/1,0.24,0.00,-81.14,-81.14
0.24,2024/1/1,0.24,0.00,-81.22,-81.22
0.24,2024/1/1,0.24,0.00,-81.30,-81.30
0.24,2024/1/1,0.24,0.00,-81.37,-81.37
0.24,2024/1/1,0.24,0.00,-81.45,-81.45
0.24,2024/1/1,0.24,0.00,-81.52,-81.52
0.24,2024/1/1,0.24,0.00,-81.60,-81.60
0.24,2024/1/1,0.24,0.00,-81.68,-81.68
0.24,2024/1/1,0.24,0.00,-81.75,-81.75
0.24,2024/1/1,0.24,0.00,-81.83,-81.83
0.24,2024/1/1,0.24,0.00,-81.90,-81.90
0.24,2024/1/1,0.24,0.00,-81.98,-81.98
0.24,2024/1/1,0.24,0.00,-82.05,-82.05
0.24,2024/1/1,0.24,0.00,-82.13,-82.13
0.24,2024/1/1,0.24,0.00,-82.20,-82.20
0.24,2024/1/1,0.24,0.00,-82.28,-82.28
0.24,2024/1/1,0.24,0.00,-82.35,-82.35
0.24,2024/1/1,0.24,0.00,-82.43,-82.43
0.24,2024/1/1,0.24,0.00,-82.50,-82.50
0.24,2024/1/1,0.24,0.00,-82.57,-82.57
0.24,2024/1/1,0.24,0.00,-82.65,-82.65
0.24,2024/1/1,0.24,0.00,-82.72,-82.72
0.24,2024/1/1,0.24,0.00,-82.80,-82.80
0.24,2024/1/1,0.24,0.00,-82.87,-82.87
0.24,2024/1/1,0.24,0.00,-82.94,-82.94
0.24,2024/1/1,0.24,0.00,-83.02,-83.02
0.24,2024/1/1,0.24,0.00,-83.09,-83.09
0.24,2024/1/1,0.24,0.00,-83.16,-83.16
0.25,2024/1/1,0.25,0.00,-83.24,-83.24
0.25,2024/1/1,0.25,0.00,-83.31,-83.31
0.25,2024/1/1,0.25,0.00,-83.38,-83.38
0.25,2024/1/1,0.25,0.00,-83.45,-83.45
0.25,2024/1/1,0.25,0.00,-83.53,-83.53
0.25,2024/1/1,0.25,0.00,-83.60,-83.60
0.25,2024/1/1,0.25,0.00,-83.67,-83.67
0.25,2024/1/1,0.25,0.00,-83.75,-83.75
0.25,2024/1/1,0.25,0.00,-83.82,-83.82
0.25,2024/1/1,0.25,0.00,-83.89,-83.89
0.25,2024/1/1,0.25,0.00,-83.96,-83.96
0.25,2024/1/1,0.25,0.00,-84.03,-84.03
0.25,2024/1/1,0.25,0.00,-84.11,-84.11
0.25,2024/1/1,0.25,0.00,-84.18,-84.18
0.25,2024/1/1,0.25,0.00,-84.25,-84.25
0.25,2024/1/1,0.25,0.00,-84.32,-84.32
0.25,2024/1/1,0.25,0.00,-84.39,-84.39
0.25,2024/1/1,0.25,0.00,-84.46,-84.46
0.25,2024/1/1,0.25,0.00,-84.53,-84.53
0.25,2024/1/1,0.25,0.00,-84.61,-84.61
0.25,2024/1/1,0.25,0.00,-84.68,-84.68
0.25,2024/1/1,0.25,0.00,-84.75,-84.75
0.25,2024/1/1,0.25,0.00,-84.82,-84.82
0.25,2024/1/1,0.25,0.00,-84.89,-84.89
0.25,2024/1/1,0.25,0.00,-84.96,-84.96
0.25,2024/1/1,0.25,0.00,-85.03,-85.03
0.25,2024/1/1,0.25,0.00,-85.10,-85.10
0.25,2024/1/1,0.25,0.00,-85.17,-85.17
0.25,2024/1/1,0.25,0.00,-85.24,-85.24
0.25,2024/1/1,0.25,0.00,-85.31,-85.31
0.25,2024/1/1,0.25,0.00,-85.38,-85.38
0.25,2024/1/1,0.25,0.00,-85.45,-85.45
0.25,2024/1/1,0.25,0.00,-85.52,-85.52
0.25,2024/1/1,0.25,0.00,-85.59,-85.59
0.25,2024/1/1,0.25,0.00,-85.66,-85.66
0.25,2024/1/1,0.25,0.00,-85.73,-85.73
0.26,2024/1/1,0.26,0.00,-85.80,-85.80
0.26,2024/1/1,0.26,0.00,-85.87,-85.87
0.26,2024/1/1,0.26,0.00,-85.94,-85.94
0.26,2024/1/1,0.26,0.00,-86.00,-86.00
0.26,2024/1/1,0.26,0.00,-86.07,-86.07
0.26,2024/1/1,0.26,0.00,-86.14,-86.14
0.26,2024/1/1,0.26,0.00,-86.21,-86.21
0.26,2024/1/1,0.26,0.00,-86.28,-86.28
0.26,2024/1/1,0.26,0.00,-86.35,-86.35
0.26,2024/1/1,0.26,0.00,-86.42,-86.42
0.26,2024/1/1,0.26,0.00,-86.49,-86.49
0.26,2024/1/1,0.26,0.00,-86.55,-86.55
0.26,2024/1/1,0.26,0.00,-86.62,-86.62
0.26,2024/1/1,0.26,0.00,-86.69,-86.69
0.26,2024/1/1,0.26,0.00,-86.76,-86.76
0.26,2024/1/1,0.26,0.00,-86.83,-86.83
0.26,2024/1/1,0.26,0.00,-86.89,-86.89
0.26,2024/1/1,0.26,0.00,-86.96,-86.96
0.26,2024/1/1,0.26,0.00,-87.03,-87.03
0.26,2024/1/1,0.26,0.00,-87.10,-87.10
0.26,2024/1/1,0.26,0.00,-87.16,-87.16
0.26,2024/1/1,0.26,0.00,-87.23,-87.23
0.26,2024/1/1,0.26,0.00,-87.30,-87.30
0.26,2024/1/1,0.26,0.00,-87.36,-87.36
0.26,2024/1/1,0.26,0.00,-87.43,-87.43
0.26,2024/1/1,0.26,0.00,-87.50,-87.50
0.26,2024/1/1,0.26,0.00,-87.56,-87.56
0.26,2024/1/1,0.26,0.00,-87.63,-87.63
0.26,2024/1/1,0.26,0.00,-87.70,-87.70
0.26,2024/1/1,0.26,0.00,-87.76,-87.76
0.26,2024/1/1,0.26,0.00,-87.83,-87.83
0.26,2024/1/1,0.26,0.00,-87.90,-87.90
0.26,2024/1/1,0.26,0.00,-87.96,-87.96
0.26,2024/1/1,0.26,0.00,-88.03,-88.03
0.26,2024/1/1,0.26,0.00,-88.10,-88.10
0.26,2024/1/1,0.26,0.00,-88.16,-88.16
0.27,2024/1/1,0.27,0.00,-88.23,-88.23
0.27,2024/1/1,0.27,0.00,-88.29,-88.29
0.27,2024/1/1,0.27,0.00,-88.36,-88.36
0.27,2024/1/1,0.27,0.00,-88.42,-88.42
0.27,2024/1/1,0.27,0.00,-88.49,-88.49
0.27,2024/1/1,0.27,0.00,-88.55,-88.55
0.27,2024/1/1,0.27,0.00,-88.62,-88.62
0.27,2024/1/1,0.27,0.00,-88.69,-88.69
0.27,2024/1/1,0.27,0.00,-88.75,-88.75
0.27,2024/1/1,0.27,0.00,-88.82,-88.82
0.27,2024/1/1,0.27,0.00,-88.88,-88.88
0.27,2024/1/1,0.27,0.00,-88.94,-88.94
0.27,2024/1/1,0.27,0.00,-89.01,-89.01
0.27,2024/1/1,0.27,0.00,-89.07,-89.07
0.27,2024/1/1,0.27,0.00,-89.14,-89.14
0.27,2024/1/1,0.27,0.00,-89.20,-89.20
0.27,2024/1/1,0.27,0.00,-89.27,-89.27
0.27,2024/1/1,0.27,0.00,-89.33,-89.33
0.27,2024/1/1,0.27,0.00,-89.40,-89.40
0.27,2024/1/1,0.27,0.00,-89.46,-89.46
0.27,2024/1/1,0.27,0.00,-89.52,-89.52
0.27,2024/1/1,0.27,0.00,-89.59,-89.59
0.27,2024/1/1,0.27,0.00,-89.65,-89.65
0.27,2024/1/1,0.27,0.00,-89.72,-89.72
0.27,2024/1/1,0.27,0.00,-89.78,-89.78
0.27,2024/1/1,0.27,0.00,-89.84,-89.84
0.27,2024/1/1,0.27,0.00,-89.91,-89.91
0.27,2024/1/1,0.27,0.00,-89.97,-89.97
