AbsTime(h),Date,Hour,Solar_W_m2,TestGroup_0,TestGroup_1
0.89,2024/1/1,0.89,0.00,-150.16,-150.16
0.89,2024/1/1,0.89,0.00,-150.17,-150.17
0.89,2024/1/1,0.89,0.00,-150.19,-150.19
0.89,2024/1/1,0.89,0.00,-150.20,-150.20
0.89,2024/1/1,0.89,0.00,-150.21,-150.21
0.89,2024/1/1,0.89,0.00,-150.22,-150.22
0.89,2024/1/1,0.89,0.00,-150.24,-150.24
0.89,2024/1/1,0.89,0.00,-150.25,-150.25
0.89,2024/1/1,0.89,0.00,-150.26,-150.26
0.89,2024/1/1,0.89,0.00,-150.28,-150.28
0.89,2024/1/1,0.89,0.00,-150.29,-150.29
0.89,2024/1/1,0.89,0.00,-150.30,-150.30
0.89,2024/1/1,0.89,0.00,-150.31,-150.31
0.89,2024/1/1,0.89,0.00,-150.33,-150.33
0.89,2024/1/1,0.89,0.00,-150.34,-150.34
0.89,2024/1/1,0.89,0.00,-150.35,-150.35
0.89,2024/1/1,0.89,0.00,-150.37,-150.37
0.89,2024/1/1,0.89,0.00,-150.38,-150.38
0.89,2024/1/1,0.89,0.00,-150.39,-150.39
0.89,2024/1/1,0.89,0.00,-150.40,-150.40
0.90,2024/1/1,0.90,0.00,-150.42,-150.42
0.90,2024/1/1,0.90,0.00,-150.43,-150.43
0.90,2024/1/1,0.90,0.00,-150.44,-150.44
0.90,2024/1/1,0.90,0.00,-150.45,-150.45
0.90,2024/1/1,0.90,0.00,-150.47,-150.47
0.90,2024/1/1,0.90,0.00,-150.48,-150.48
0.90,2024/1/1,0.90,0.00,-150.49,-150.49
0.90,2024/1/1,0.90,0.00,-150.51,-150.51
0.90,2024/1/1,0.90,0.00,-150.52,-150.52
0.90,2024/1/1,0.90,0.00,-150.53,-150.53
0.90,2024/1/1,0.90,0.00,-150.54,-150.54
0.90,2024/1/1,0.90,0.00,-150.56,-150.56
0.90,2024/1/1,0.90,0.00,-150.57,-150.57
0.90,2024/1/1,0.90,0.00,-150.58,-150.58
0.90,2024/1/1,0.90,0.00,-150.59,-150.59
0.90,2024/1/1,0.90,0.00,-150.61,-150.61
0.90,2024/1/1,0.90,0.00,-150.62,-150.62
0.90,2024/1/1,0.90,0.00,-150.63,-150.63
0.90,2024/1/1,0.90,0.00,-150.64,-150.64
0.90,2024/1/1,0.90,0.00,-150.66,-150.66
0.90,2024/1/1,0.90,0.00,-150.67,-150.67
0.90,2024/1/1,0.90,0.00,-150.68,-150.68
0.90,2024/1/1,0.90,0.00,-150.70,-150.70
0.90,2024/1/1,0.90,0.00,-150.71,-150.71
0.90,2024/1/1,0.90,0.00,-150.72,-150.72
0.90,2024/1/1,0.90,0.00,-150.73,-150.73
0.90,2024/1/1,0.90,0.00,-150.75,-150.75
0.90,2024/1/1,0.90,0.00,-150.76,-150.76
0.90,2024/1/1,0.90,0.00,-150.77,-150.77
0.90,2024/1/1,0.90,0.00,-150.78,-150.78
0.90,2024/1/1,0.90,0.00,-150.80,-150.80
0.90,2024/1/1,0.90,0.00,-150.81,-150.81
0.90,2024/1/1,0.90,0.00,-150.82,-150.82
0.90,2024/1/1,0.90,0.00,-150.83,-150.83
0.90,2024/1/1,0.90,0.00,-150.85,-150.85
0.90,2024/1/1,0.90,0.00,-150.86,-150.86
0.91,2024/1/1,0.91,0.00,-150.87,-150.87
0.91,2024/1/1,0.91,0.00,-150.88,-150.88
0.91,2024/1/1,0.91,0.00,-150.90,-150.90
0.91,2024/1/1,0.91,0.00,-150.91,-150.91
0.91,2024/1/1,0.91,0.00,-150.92,-150.92
0.91,2024/1/1,0.91,0.00,-150.93,-150.93
0.91,2024/1/1,0.91,0.00,-150.95,-150.95
0.91,2024/1/1,0.91,0.00,-150.96,-150.96
0.91,2024/1/1,0.91,0.00,-150.97,-150.97
0.91,2024/1/1,0.91,0.00,-150.98,-150.98
0.91,2024/1/1,0.91,0.00,-151.00,-151.00
0.91,2024/1/1,0.91,0.00,-151.01,-151.01
0.91,2024/1/1,0.91,0.00,-151.02,-151.02
0.91,2024/1/1,0.91,0.00,-151.03,-151.03
0.91,2024/1/1,0.91,0.00,-151.05,-151.05
0.91,2024/1/1,0.91,0.00,-151.06,-151.06
0.91,2024/1/1,0.91,0.00,-151.07,-151.07
0.91,2024/1/1,0.91,0.00,-151.08,-151.08
0.91,2024/1/1,0.91,0.00,-151.10,-151.10
0.91,2024/1/1,0.91,0.00,-151.11,-151.11
0.91,2024/1/1,0.91,0.00,-151.12,-151.12
0.91,2024/1/1,0.91,0.00,-151.13,-151.13
0.91,2024/1/1,0.91,0.00,-151.15,-151.15
0.91,2024/1/1,0.91,0.00,-151.16,-151.16
0.91,2024/1/1,0.91,0.00,-151.17,-151.17
0.91,2024/1/1,0.91,0.00,-151.18,-151.18
0.91,2024/1/1,0.91,0.00,-151.20,-151.20
0.91,2024/1/1,0.91,0.00,-151.21,-151.21
0.91,2024/1/1,0.91,0.00,-151.22,-151.22
0.91,2024/1/1,0.91,0.00,-151.23,-151.23
0.91,2024/1/1,0.91,0.00,-151.25,-151.25
0.91,2024/1/1,0.91,0.00,-151.26,-151.26
0.91,2024/1/1,0.91,0.00,-151.27,-151.27
0.91,2024/1/1,0.91,0.00,-151.28,-151.28
0.91,2024/1/1,0.91,0.00,-151.29,-151.29
0.91,2024/1/1,0.91,0.00,-151.31,-151.31
0.92,2024/1/1,0.92,0.00,-151.32,-151.32
0.92,2024/1/1,0.92,0.00,-151.33,-151.33
0.92,2024/1/1,0.92,0.00,-151.34,-151.34
0.92,2024/1/1,0.92,0.00,-151.36,-151.36
0.92,2024/1/1,0.92,0.00,-151.37,-151.37
0.92,2024/1/1,0.92,0.00,-151.38,-151.38
0.92,2024/1/1,0.92,0.00,-151.39,-151.39
0.92,2024/1/1,0.92,0.00,-151.41,-151.41
0.92,2024/1/1,0.92,0.00,-151.42,-151.42
0.92,2024/1/1,0.92,0.00,-151.43,-151.43
0.92,2024/1/1,0.92,0.00,-151.44,-151.44
0.92,2024/1/1,0.92,0.00,-151.46,-151.46
0.92,2024/1/1,0.92,0.00,-151.47,-151.47
0.92,2024/1/1,0.92,0.00,-151.48,-151.48
0.92,2024/1/1,0.92,0.00,-151.49,-151.49
0.92,2024/1/1,0.92,0.00,-151.50,-151.50
0.92,2024/1/1,0.92,0.00,-151.52,-151.52
0.92,2024/1/1,0.92,0.00,-151.53,-151.53
0.92,2024/1/1,0.92,0.00,-151.54,-151.54
0.92,2024/1/1,0.92,0.00,-151.55,-151.55
0.92,2024/1/1,0.92,0.00,-151.57,-151.57
0.92,2024/1/1,0.92,0.00,-151.58,-151.58
0.92,2024/1/1,0.92,0.00,-151.59,-151.59
0.92,2024/1/1,0.92,0.00,-151.60,-151.60
0.92,2024/1/1,0.92,0.00,-151.61,-151.61
0.92,2024/1/1,0.92,0.00,-151.63,-151.63
0.92,2024/1/1,0.92,0.00,-151.64,-151.64
0.92,2024/1/1,0.92,0.00,-151.65,-151.65
0.92,2024/1/1,0.92,0.00,-151.66,-151.66
0.92,2024/1/1,0.92,0.00,-151.68,-151.68
0.92,2024/1/1,0.92,0.00,-151.69,-151.69
0.92,2024/1/1,0.92,0.00,-151.70,-151.70
0.92,2024/1/1,0.92,0.00,-151.71,-151.71
0.92,2024/1/1,0.92,0.00,-151.72,-151.72
0.92,2024/1/1,0.92,0.00,-151.74,-151.74
0.92,2024/1/1,0.92,0.00,-151.75,-151.75
0.93,2024/1/1,0.93,0.00,-151.76,-151.76
0.93,2024/1/1,0.93,0.00,-151.77,-151.77
0.93,2024/1/1,0.93,0.00,-151.79,-151.79
0.93,2024/1/1,0.93,0.00,-151.80,-151.80
0.93,2024/1/1,0.93,0.00,-151.81,-151.81
0.93,2024/1/1,0.93,0.00,-151.82,-151.82
0.93,2024/1/1,0.93,0.00,-151.83,-151.83
0.93,2024/1/1,0.93,0.00,-151.85,-151.85
0.93,2024/1/1,0.93,0.00,-151.86,-151.86
0.93,2024/1/1,0.93,0.00,-151.87,-151.87
0.93,2024/1/1,0.93,0.00,-151.88,-151.88
0.93,2024/1/1,0.93,0.00,-151.90,-151.90
0.93,2024/1/1,0.93,0.00,-151.91,-151.91
0.93,2024/1/1,0.93,0.00,-151.92,-151.92
0.93,2024/1/1,0.93,0.00,-151.93,-151.93
0.93,2024/1/1,0.93,0.00,-151.94,-151.94
0.93,2024/1/1,0.93,0.00,-151.96,-151.96
0.93,2024/1/1,0.93,0.00,-151.97,-151.97
0.93,2024/1/1,0.93,0.00,-151.98,-151.98
0.93,2024/1/1,0.93,0.00,-151.99,-151.99
0.93,2024/1/1,0.93,0.00,-152.00,-152.00
0.93,2024/1/1,0.93,0.00,-152.02,-152.02
0.93,2024/1/1,0.93,0.00,-152.03,-152.03
0.93,2024/1/1,0.93,0.00,-152.04,-152.04
0.93,2024/1/1,0.93,0.00,-152.05,-152.05
0.93,2024/1/1,0.93,0.00,-152.06,-152.06
0.93,2024/1/1,0.93,0.00,-152.08,-152.08
0.93,2024/1/1,0.93,0.00,-152.09,-152.09
0.93,2024/1/1,0.93,0.00,-152.10,-152.10
0.93,2024/1/1,0.93,0.00,-152.11,-152.11
0.93,2024/1/1,0.93,0.00,-152.12,-152.12
0.93,2024/1/1,0.93,0.00,-152.14,-152.14
0.93,2024/1/1,0.93,0.00,-152.15,-152.15
0.93,2024/1/1,0.93,0.00,-152.16,-152.16
0.93,2024/1/1,0.93,0.00,-152.17,-152.17
0.93,2024/1/1,0.93,0.00,-152.19,-152.19
0.94,2024/1/1,0.94,0.00,-152.20,-152.20
0.94,2024/1/1,0.94,0.00,-152.21,-152.21
0.94,2024/1/1,0.94,0.00,-152.22,-152.22
0.94,2024/1/1,0.94,0.00,-152.23,-152.23
0.94,2024/1/1,0.94,0.00,-152.25,-152.25
0.94,2024/1/1,0.94,0.00,-152.26,-152.26
0.94,2024/1/1,0.94,0.00,-152.27,-152.27
0.94,2024/1/1,0.94,0.00,-152.28,-152.28
0.94,2024/1/1,0.94,0.00,-152.29,-152.29
0.94,2024/1/1,0.94,0.00,-152.30,-152.30
0.94,2024/1/1,0.94,0.00,-152.32,-152.32
0.94,2024/1/1,0.94,0.00,-152.33,-152.33
0.94,2024/1/1,0.94,0.00,-152.34,-152.34
0.94,2024/1/1,0.94,0.00,-152.35,-152.35
0.94,2024/1/1,0.94,0.00,-152.36,-152.36
0.94,2024/1/1,0.94,0.00,-152.38,-152.38
0.94,2024/1/1,0.94,0.00,-152.39,-152.39
0.94,2024/1/1,0.94,0.00,-152.40,-152.40
0.94,2024/1/1,0.94,0.00,-152.41,-152.41
0.94,2024/1/1,0.94,0.00,-152.42,-152.42
0.94,2024/1/1,0.94,0.00,-152.44,-152.44
0.94,2024/1/1,0.94,0.00,-152.45,-152.45
0.94,2024/1/1,0.94,0.00,-152.46,-152.46
0.94,2024/1/1,0.94,0.00,-152.47,-152.47
0.94,2024/1/1,0.94,0.00,-152.48,-152.48
0.94,2024/1/1,0.94,0.00,-152.50,-152.50
0.94,2024/1/1,0.94,0.00,-152.51,-152.51
0.94,2024/1/1,0.94,0.00,-152.52,-152.52
0.94,2024/1/1,0.94,0.00,-152.53,-152.53
0.94,2024/1/1,0.94,0.00,-152.54,-152.54
0.94,2024/1/1,0.94,0.00,-152.56,-152.56
0.94,2024/1/1,0.94,0.00,-152.57,-152.57
0.94,2024/1/1,0.94,0.00,-152.58,-152.58
0.94,2024/1/1,0.94,0.00,-152.59,-152.59
0.94,2024/1/1,0.94,0.00,-152.60,-152.60
0.94,2024/1/1,0.94,0.00,-152.61,-152.61
0.95,2024/1/1,0.95,0.00,-152.63,-152.63
0.95,2024/1/1,0.95,0.00,-152.64,-152.64
0.95,2024/1/1,0.95,0.00,-152.65,-152.65
0.95,2024/1/1,0.95,0.00,-152.66,-152.66
0.95,2024/1/1,0.95,0.00,-152.67,-152.67
0.95,2024/1/1,0.95,0.00,-152.69,-152.69
0.95,2024/1/1,0.95,0.00,-152.70,-152.70
0.95,2024/1/1,0.95,0.00,-152.71,-152.71
0.95,2024/1/1,0.95,0.00,-152.72,-152.72
0.95,2024/1/1,0.95,0.00,-152.73,-152.73
0.95,2024/1/1,0.95,0.00,-152.74,-152.74
0.95,2024/1/1,0.95,0.00,-152.76,-152.76
0.95,2024/1/1,0.95,0.00,-152.77,-152.77
0.95,2024/1/1,0.95,0.00,-152.78,-152.78
0.95,2024/1/1,0.95,0.00,-152.79,-152.79
0.95,2024/1/1,0.95,0.00,-152.80,-152.80
0.95,2024/1/1,0.95,0.00,-152.82,-152.82
0.95,2024/1/1,0.95,0.00,-152.83,-152.83
0.95,2024/1/1,0.95,0.00,-152.84,-152.84
0.95,2024/1/1,0.95,0.00,-152.85,-152.85
0.95,2024/1/1,0.95,0.00,-152.86,-152.86
0.95,2024/1/1,0.95,0.00,-152.87,-152.87
0.95,2024/1/1,0.95,0.00,-152.89,-152.89
0.95,2024/1/1,0.95,0.00,-152.90,-152.90
0.95,2024/1/1,0.95,0.00,-152.91,-152.91
0.95,2024/1/1,0.95,0.00,-152.92,-152.92
0.95,2024/1/1,0.95,0.00,-152.93,-152.93
0.95,2024/1/1,0.95,0.00,-152.94,-152.94
0.95,2024/1/1,0.95,0.00,-152.96,-152.96
0.95,2024/1/1,0.95,0.00,-152.97,-152.97
0.95,2024/1/1,0.95,0.00,-152.98,-152.98
0.95,2024/1/1,0.95,0.00,-152.99,-152.99
0.95,2024/1/1,0.95,0.00,-153.00,-153.00
0.95,2024/1/1,0.95,0.00,-153.01,-153.01
0.95,2024/1/1,0.95,0.00,-153.03,-153.03
0.95,2024/1/1,0.95,0.00,-153.04,-153.04
0.96,2024/1/1,0.96,0.00,-153.05,-153.05
0.96,2024/1/1,0.96,0.00,-153.06,-153.06
0.96,2024/1/1,0.96,0.00,-153.07,-153.07
0.96,2024/1/1,0.96,0.00,-153.08,-153.08
0.96,2024/1/1,0.96,0.00,-153.10,-153.10
0.96,2024/1/1,0.96,0.00,-153.11,-153.11
0.96,2024/1/1,0.96,0.00,-153.12,-153.12
0.96,2024/1/1,0.96,0.00,-153.13,-153.13
0.96,2024/1/1,0.96,0.00,-153.14,-153.14
0.96,2024/1/1,0.96,0.00,-153.15,-153.15
0.96,2024/1/1,0.96,0.00,-153.17,-153.17
0.96,2024/1/1,0.96,0.00,-153.18,-153.18
0.96,2024/1/1,0.96,0.00,-153.19,-153.19
0.96,2024/1/1,0.96,0.00,-153.20,-153.20
0.96,2024/1/1,0.96,0.00,-153.21,-153.21
0.96,2024/1/1,0.96,0.00,-153.22,-153.22
0.96,2024/1/1,0.96,0.00,-153.24,-153.24
0.96,2024/1/1,0.96,0.00,-153.25,-153.25
0.96,2024/1/1,0.96,0.00,-153.26,-153.26
0.96,2024/1/1,0.96,0.00,-153.27,-153.27
0.96,2024/1/1,0.96,0.00,-153.28,-153.28
0.96,2024/1/1,0.96,0.00,-153.29,-153.29
0.96,2024/1/1,0.96,0.00,-153.31,-153.31
0.96,2024/1/1,0.96,0.00,-153.32,-153.32
0.96,2024/1/1,0.96,0.00,-153.33,-153.33
0.96,2024/1/1,0.96,0.00,-153.34,-153.34
0.96,2024/1/1,0.96,0.00,-153.35,-153.35
0.96,2024/1/1,0.96,0.00,-153.36,-153.36
0.96,2024/1/1,0.96,0.00,-153.37,-153.37
0.96,2024/1/1,0.96,0.00,-153.39,-153.39
0.96,2024/1/1,0.96,0.00,-153.40,-153.40
0.96,2024/1/1,0.96,0.00,-153.41,-153.41
0.96,2024/1/1,0.96,0.00,-153.42,-153.42
0.96,2024/1/1,0.96,0.00,-153.43,-153.43
0.96,2024/1/1,0.96,0.00,-153.44,-153.44
0.96,2024/1/1,0.96,0.00,-153.46,-153.46
0.97,2024/1/1,0.97,0.00,-153.47,-153.47
0.97,2024/1/1,0.97,0.00,-153.48,-153.48
0.97,2024/1/1,0.97,0.00,-153.49,-153.49
0.97,2024/1/1,0.97,0.00,-153.50,-153.50
0.97,2024/1/1,0.97,0.00,-153.51,-153.51
0.97,2024/1/1,0.97,0.00,-153.52,-153.52
0.97,2024/1/1,0.97,0.00,-153.54,-153.54
0.97,2024/1/1,0.97,0.00,-153.55,-153.55
0.97,2024/1/1,0.97,0.00,-153.56,-153.56
0.97,2024/1/1,0.97,0.00,-153.57,-153.57
0.97,2024/1/1,0.97,0.00,-153.58,-153.58
0.97,2024/1/1,0.97,0.00,-153.59,-153.59
0.97,2024/1/1,0.97,0.00,-153.61,-153.61
0.97,2024/1/1,0.97,0.00,-153.62,-153.62
0.97,2024/1/1,0.97,0.00,-153.63,-153.63
0.97,2024/1/1,0.97,0.00,-153.64,-153.64
0.97,2024/1/1,0.97,0.00,-153.65,-153.65
0.97,2024/1/1,0.97,0.00,-153.66,-153.66
0.97,2024/1/1,0.97,0.00,-153.67,-153.67
0.97,2024/1/1,0.97,0.00,-153.69,-153.69
0.97,2024/1/1,0.97,0.00,-153.70,-153.70
0.97,2024/1/1,0.97,0.00,-153.71,-153.71
0.97,2024/1/1,0.97,0.00,-153.72,-153.72
0.97,2024/1/1,0.97,0.00,-153.73,-153.73
0.97,2024/1/1,0.97,0.00,-153.74,-153.74
0.97,2024/1/1,0.97,0.00,-153.75,-153.75
0.97,2024/1/1,0.97,0.00,-153.77,-153.77
0.97,2024/1/1,0.97,0.00,-153.78,-153.78
0.97,2024/1/1,0.97,0.00,-153.79,-153.79
0.97,2024/1/1,0.97,0.00,-153.80,-153.80
0.97,2024/1/1,0.97,0.00,-153.81,-153.81
0.97,2024/1/1,0.97,0.00,-153.82,-153.82
0.97,2024/1/1,0.97,0.00,-153.83,-153.83
0.97,2024/1/1,0.97,0.00,-153.84,-153.84
0.97,2024/1/1,0.97,0.00,-153.86,-153.86
0.97,2024/1/1,0.97,0.00,-153.87,-153.87
0.98,2024/1/1,0.98,0.00,-153.88,-153.88
0.98,2024/1/1,0.98,0.00,-153.89,-153.89
0.98,2024/1/1,0.98,0.00,-153.90,-153.90
0.98,2024/1/1,0.98,0.00,-153.91,-153.91
0.98,2024/1/1,0.98,0.00,-153.92,-153.92
0.98,2024/1/1,0.98,0.00,-153.94,-153.94
0.98,2024/1/1,0.98,0.00,-153.95,-153.95
0.98,2024/1/1,0.98,0.00,-153.96,-153.96
0.98,2024/1/1,0.98,0.00,-153.97,-153.97
0.98,2024/1/1,0.98,0.00,-153.98,-153.98
0.98,2024/1/1,0.98,0.00,-153.99,-153.99
0.98,2024/1/1,0.98,0.00,-154.00,-154.00
0.98,2024/1/1,0.98,0.00,-154.01,-154.01
0.98,2024/1/1,0.98,0.00,-154.03,-154.03
0.98,2024/1/1,0.98,0.00,-154.04,-154.04
0.98,2024/1/1,0.98,0.00,-154.05,-154.05
0.98,2024/1/1,0.98,0.00,-154.06,-154.06
0.98,2024/1/1,0.98,0.00,-154.07,-154.07
0.98,2024/1/1,0.98,0.00,-154.08,-154.08
0.98,2024/1/1,0.98,0.00,-154.09,-154.09
0.98,2024/1/1,0.98,0.00,-154.11,-154.11
0.98,2024/1/1,0.98,0.00,-154.12,-154.12
0.98,2024/1/1,0.98,0.00,-154.13,-154.13
0.98,2024/1/1,0.98,0.00,-154.14,-154.14
0.98,2024/1/1,0.98,0.00,-154.15,-154.15
0.98,2024/1/1,0.98,0.00,-154.16,-154.16
0.98,2024/1/1,0.98,0.00,-154.17,-154.17
0.98,2024/1/1,0.98,0.00,-154.18,-154.18
0.98,2024/1/1,0.98,0.00,-154.20,-154.20
0.98,2024/1/1,0.98,0.00,-154.21,-154.21
0.98,2024/1/1,0.98,0.00,-154.22,-154.22
0.98,2024/1/1,0.98,0.00,-154.23,-154.23
0.98,2024/1/1,0.98,0.00,-154.24,-154.24
0.98,2024/1/1,0.98,0.00,-154.25,-154.25
0.98,2024/1/1,0.98,0.00,-154.26,-154.26
0.98,2024/1/1,0.98,0.00,-154.27,-154.27
0.99,2024/1/1,0.99,0.00,-154.29,-154.29
0.99,2024/1/1,0.99,0.00,-154.30,-154.30
0.99,2024/1/1,0.99,0.00,-154.31,-154.31
0.99,2024/1/1,0.99,0.00,-154.32,-154.32
0.99,2024/1/1,0.99,0.00,-154.33,-154.33
0.99,2024/1/1,0.99,0.00,-154.34,-154.34
0.99,2024/1/1,0.99,0.00,-154.35,-154.35
0.99,2024/1/1,0.99,0.00,-154.36,-154.36
0.99,2024/1/1,0.99,0.00,-154.37,-154.37
0.99,2024/1/1,0.99,0.00,-154.39,-154.39
0.99,2024/1/1,0.99,0.00,-154.40,-154.40
0.99,2024/1/1,0.99,0.00,-154.41,-154.41
0.99,2024/1/1,0.99,0.00,-154.42,-154.42
0.99,2024/1/1,0.99,0.00,-154.43,-154.43
0.99,2024/1/1,0.99,0.00,-154.44,-154.44
0.99,2024/1/1,0.99,0.00,-154.45,-154.45
0.99,2024/1/1,0.99,0.00,-154.46,-154.46
0.99,2024/1/1,0.99,0.00,-154.47,-154.47
0.99,2024/1/1,0.99,0.00,-154.49,-154.49
0.99,2024/1/1,0.99,0.00,-154.50,-154.50
0.99,2024/1/1,0.99,0.00,-154.51,-154.51
0.99,2024/1/1,0.99,0.00,-154.52,-154.52
0.99,2024/1/1,0.99,0.00,-154.53,-154.53
0.99,2024/1/1,0.99,0.00,-154.54,-154.54
0.99,2024/1/1,0.99,0.00,-154.55,-154.55
0.99,2024/1/1,0.99,0.00,-154.56,-154.56
0.99,2024/1/1,0.99,0.00,-154.58,-154.57
0.99,2024/1/1,0.99,0.00,-154.59,-154.59
0.99,2024/1/1,0.99,0.00,-154.60,-154.60
0.99,2024/1/1,0.99,0.00,-154.61,-154.61
0.99,2024/1/1,0.99,0.00,-154.62,-154.62
0.99,2024/1/1,0.99,0.00,-154.63,-154.63
0.99,2024/1/1,0.99,0.00,-154.64,-154.64
0.99,2024/1/1,0.99,0.00,-154.65,-154.65
0.99,2024/1/1,0.99,0.00,-154.66,-154.66
0.99,2024/1/1,0.99,0.00,-154.67,-154.67
1.00,2024/1/1,1.00,0.00,-154.69,-154.69
1.00,2024/1/1,1.00,0.00,-154.70,-154.70
1.00,2024/1/1,1.00,0.00,-154.71,-154.71
1.00,2024/1/1,1.00,0.00,-154.72,-154.72
1.00,2024/1/1,1.00,0.00,-154.73,-154.73
1.00,2024/1/1,1.00,0.00,-154.74,-154.74
1.00,2024/1/1,1.00,0.00,-154.75,-154.75
1.00,2024/1/1,1.00,0.00,-154.76,-154.76
1.00,2024/1/1,1.00,0.00,-154.77,-154.77
1.00,2024/1/1,1.00,0.00,-154.79,-154.79
1.00,2024/1/1,1.00,0.00,-154.80,-154.80
1.00,2024/1/1,1.00,0.00,-154.81,-154.81
1.00,2024/1/1,1.00,0.00,-154.82,-154.82
1.00,2024/1/1,1.00,0.00,-154.83,-154.83
1.00,2024/1/1,1.00,0.00,-154.84,-154.84
1.00,2024/1/1,1.00,0.00,-154.85,-154.85
1.00,2024/1/1,1.00,0.00,-154.86,-154.86
1.00,2024/1/1,1.00,0.00,-154.87,-154.87
1.00,2024/1/1,1.00,0.00,-154.88,-154.88
