g Engine
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
f 1000.00000000000000
g Engine Room
f 610.85388561796140
f 706.56377964292017
f 696.15179252966027
f 611.80315940794765
f 597.60333667481086
f 665.97412785555912
f 673.97441932134166
f 664.34587968025244
f 676.76655266354965
f 633.46394528920769
f 708.68643717736916
f 697.20829874786386
f 541.84524098572388
f 601.59037732172499
f 562.02521003484969
f 591.16315805065790
f 680.95408842448683
f 670.71355144860695
f 608.95934155377836
f 679.99463009995429
f 687.37885613930780
f 675.09983254981182
f 690.03968343307497
f 647.89346941700830
f 614.89454044620095
f 710.97328895309420
f 696.56398816339049
f 540.25071279042822
f 603.26974507018906
f 568.03306509381036
f 592.77883001237194
f 590.88137674715051
f 544.01235017603517
f 600.41516336554446
f 608.98703014531293
f 607.26677536275531
f 611.38777123865987
f 573.90800218159472
f 629.56105266115492
f 640.55672872987839
f 575.21147293230558
f 610.80794925163832
f 606.88438876441012
f 611.47164701176723
f 597.79073347474014
f 545.33011930924522
f 649.19146877608864
f 689.68575784482823
f 673.07416644564751
f 686.54654683809326
f 681.42509458203835
f 606.73604246023331
f 637.41348224897922
f 680.03256553479071
f 662.59955723068617
f 674.31604454430919
f 667.51973575429122
f 594.43946921359247
f 671.98172096927124
f 542.99756693581821
f 595.45435077652564
f 640.85548977044925
f 596.66031211730569
f 671.09575057688585
f 678.40403658376158
f 637.93866729786305
f 595.46980761732880
f 542.99478510995550
f 589.23625927365242
f 672.06682333753054
f 594.15055229865573
f 616.60097297011578
f 618.25188006893052
f 670.89870000391500
f 696.88080901614239
f 699.71185869410601
f 706.50099154846669
f 696.04297081507627
f 699.28111244890476
f 615.93768564164657
f 614.03542193991723
f 542.36683537704630
f 574.81457678877757
f 608.47447116436717
f 672.42903282603845
f 659.38004535129505
f 675.98008730961874
f 568.44756114292750
f 661.12108048588459
f 661.69636000369758
f 604.91774585898690
f 701.12416941367189
f 701.25346479914015
f 602.98277274834811
f 675.38792194058249
f 678.51765884526208
f 606.44260478521039
f 697.53209965048609
f 694.19088108350377
f 592.30689585258051
f 691.98827613692640
f 691.54180021602951
f 542.13679123183044
f 611.62958413557544
f 611.93099386321569
f 666.94944279280560
f 601.64127740078368
f 696.30966013172167
f 702.88152577519440
f 684.91422384352177
f 695.49301146756591
f 597.24411402048031
f 607.87057852513738
f 671.54555151017803
f 565.45139713518029
f 542.37968200909688
f 635.71228578374792
f 575.70351500862580
f 544.42081945559153
f 696.36386447313714
f 607.93206131052830
f 604.26247719252058
f 681.31035388665646
f 612.57180773440427
f 599.74290654032916
f 604.37994765270571
f 657.20415050371344
f 675.81507001325349
f 660.83093745303859
f 615.34647103443319
f 612.88107476880077
f 540.60940018754025
f 693.05803151190344
f 691.78468176494391
f 596.18857739083205
f 698.18464523948569
f 699.21844923742333
f 606.68368245151896
f 678.84243607786664
f 681.09295553155437
f 602.55796641327129
f 703.01137852025829
f 702.19224576261388
f 607.36549007473229
f 662.21112445956032
f 664.91507534414779
f 575.16669526971486
f 672.35438070221926
f 610.33844038233599
f 678.29016562124627
f 684.15761322271078
f 702.17092298818852
f 680.23624983711227
f 602.34102029179485
f 609.00188758358172
f 660.36134961690198
f 607.04210771560327
f 609.81323073181670
f 672.49042625393292
f 685.59034858762880
f 685.76563586800023
f 689.32673864317383
f 681.47723174385078
f 679.72246634248575
f 648.26863797943929
f 604.83674846241206
f 606.24365029601654
f 600.55380138188400
f 682.08321019082712
f 681.89819586193141
f 706.74908001592303
f 713.22339990725732
f 712.42921267069175
f 707.11150508627713
f 600.53650216868857
f 605.83180397769661
f 651.29374071002087
f 650.02823650892356
f 608.46477897487262
f 606.00529831923745
f 677.58322333351077
f 669.62335279943045
f 672.45748443824641
f 660.54171392443686
f 603.84001308171412
f 704.50200878918906
f 706.63237284840727
f 701.00106638883108
f 701.57671692872634
f 609.97790070060864
f 597.16009890583757
f 676.96827294678474
f 610.85701029555003
f 606.53861439881541
f 685.87010337535264
f 670.39997482154149
f 672.96440561593715
f 612.12223683704690
f 607.38701884615273
f 661.30159338473072
f 604.28804418412210
f 608.23016769847868
f 672.08405053913452
f 610.85904239056049
f 600.65193611800532
f 665.46265007466536
f 573.94735861759330
f 542.65065791231223
f 593.68024630853245
f 541.73762566722576
f 592.39832473217655
f 672.07002310515588
f 612.41724482443954
f 615.72162501733931
f 699.00813042123070
f 611.48708084313932
f 541.46902023914424
f 591.19993459486363
f 575.83909024252330
f 638.74981128761840
f 596.62392474050239
f 672.64224449437131
f 674.27070027246793
f 684.83009730784590
f 689.61204160443492
f 690.32362222897086
f 680.56969077385190
f 686.89026038335146
f 687.01319647345713
f 674.27589121260758
f 612.47846206248892
f 678.09682642463906
f 666.66059630350719
f 570.43523586806919
f 636.99950259925492
f 593.19031270377286
f 665.78201454559314
f 674.23276242849249
f 609.78280027727976
f 659.34988072649912
f 666.62959351913321
f 616.55481035578373
f 660.74721644864871
f 570.79748378202157
f 540.55013103542717
f 665.12251764143764
f 601.33922977551424
f 612.91512430320029
f 679.23845612055800
f 689.85650746791669
f 690.60189320908194
f 596.99177697589892
f 609.52518358186876
f 676.68434593532186
f 683.46482670814748
f 681.31254734401193
f 691.30944466266510
f 668.91066076445873
f 677.74671017423577
f 601.46146479333049
f 673.22214357869007
f 656.12355626547924
f 602.17149148991984
f 657.73774915292904
f 673.00563755983251
f 606.35406593607627
f 676.87676019611365
f 667.54401217222789
f 594.65833037262223
f 638.60914960063576
f 592.89111584333568
f 539.81943190204572
f 669.49837955357896
f 616.25338204009665
f 613.81631427352977
f 572.02313982981241
f 539.81429293053338
f 611.63514046779903
f 606.01245118117413
f 593.87880248537522
f 691.79576630953750
f 708.71155055516238
f 698.33595589538220
f 694.12688963084076
f 613.58442448166136
f 677.92421877767219
f 659.29122509629576
f 606.50324389666685
f 661.34082968411064
f 675.78419049548131
f 600.01027859343753
f 664.92155978589221
f 677.93242566230026
f 600.72856262662231
f 605.81443176208870
f 694.69278856493133
f 682.21325731423201
f 700.26775224408323
f 693.81206114802058
f 670.27650466965258
f 565.68647224211622
f 543.11323097039599
f 596.59786157155213
f 635.33142904414592
f 573.46878339444095
f 697.85679616247819
f 692.90167872713221
f 610.69905259178256
f 592.15868102871127
f 689.87432072366164
f 610.89163912834056
f 594.34977109305908
f 542.78715105215531
f 574.57668351766290
f 606.36465133909644
f 646.79758776427468
f 644.17239301549500
f 682.37978343355473
f 600.11907681889750
f 602.34648899752619
f 543.62085268771079
f 572.79064992303813
f 633.80123562027325
f 593.17889635120002
f 542.61910428289150
f 591.89038402119900
f 607.97966965150761
f 608.00246972452192
f 650.31184592845818
f 590.63420517870225
f 638.71440674360247
f 572.08914283122658
f 543.39586915846007
f 596.82256099304175
f 634.82061688328758
f 539.71917401577127
f 609.53782511563111
f 668.66309345155128
f 695.69487698831597
f 706.56669200842623
f 703.07497739936468
f 702.18696225749784
f 684.05450759782991
f 677.26366502284691
f 615.22504953513658
f 662.34311816264301
f 659.32818313561563
f 617.02645783153173
f 610.77244597971719
f 693.53654431191183
f 591.61869402171578
f 605.76469362382682
f 701.99681332482987
f 610.27947645735935
f 598.62532910435539
f 677.38905214511271
f 536.94513883504771
f 567.39565757200489
f 657.17257766476632
f 605.28604117556483
f 706.36656712513263
f 707.51878960826468
f 709.26594085750685
f 705.00302881572225
f 707.86106202487576
f 563.75646627496621
f 563.16569111931221
f 598.64665379943199
f 617.59194650500604
f 620.30294276995789
f 630.45588718118120
f 631.21609555390182
f 628.40107414866327
f 630.96083219969910
f 590.22445894096199
f 625.90163401176676
f 562.16186829997662
f 625.95507400487736
f 559.66437262025465
f 633.19623695083817
f 596.34766337086546
f 632.05814415488453
f 620.74804318301892
f 623.10977855919930
f 631.92459823208139
f 598.34240697815733
f 630.62451156582506
f 564.81086428541596
f 626.22282100887446
f 560.41666092584012
f 622.40964322491106
f 589.56596989013190
f 631.65671484609277
f 632.65995410933340
f 629.46499944101788
f 629.71975235341483
f 621.40367761125992
f 620.25267872005850
f 597.74651679584224
f 560.58701887133793
f 563.13168414411473
f 564.20712439566205
f 561.28044580749054
f 620.47326046428770
f 598.45513480052830
f 629.96927454220042
f 625.59330680002449
f 628.29428649757540
f 633.66260122458141
f 589.94788441446167
f 631.80399115457203
f 562.70207015224821
f 624.45787046017938
f 562.11619369728328
f 626.68469293405360
f 595.11393965080981
f 632.22574855630899
f 621.36745746841973
f 630.71023098526064
f 632.83818735533259
f 623.01098830539217
f 631.11191173007740
f 598.33206154110565
f 623.48916043014867
f 559.51203595331685
f 622.82163420553195
f 563.11734729076136
f 631.22209492552588
f 590.83940758019844
f 629.87343844479960
f 630.28374207656475
f 620.31267668008661
f 627.21594115255368
f 596.51449955759313
f 618.88250670532182
f 560.72403031181943
f 562.70202545574466
f 632.43442580472720
f 591.13787525004420
f 651.78754559386914
f 563.80575817504211
f 655.53449076178129
f 570.59228895330489
f 633.82551411042493
f 604.18950348712588
f 618.28426665377265
f 630.62707720740650
f 591.42810606069952
f 641.24129056268282
f 568.74269391248106
f 640.02171468098265
f 608.05856860254539
f 631.80751964682815
f 632.54775576481393
f 634.21880391652849
f 643.25849092066028
f 642.97809983783850
f 641.95000660931078
f 639.63542677456189
f 631.42595720608722
f 630.80606392616346
f 631.83438068146302
f 605.08111894959302
f 642.09660609626337
f 570.06614356780392
f 645.24612275210370
f 590.82897857012108
f 631.35207409972531
f 621.21238666772399
f 601.46928632281868
f 630.05791950013077
f 567.07115352458186
f 650.35505060377579
f 564.27277283324224
f 655.00752317374713
f 587.64076540108658
f 649.80726370247021
f 631.42155676398465
f 619.86492859546229
f 651.79457597803798
f 588.45262571294973
f 654.35075583085006
f 569.71146489028888
f 652.15106884228658
f 602.45697314006691
f 589.29824119956083
f 629.42311389659721
f 564.46359472335109
f 642.11057928793889
f 570.12553519179141
f 638.51244441976985
f 605.31653978262511
f 632.50325855202175
f 631.15937437386708
f 630.13905194373638
f 643.41163994183819
f 638.75188642430271
f 640.41216912178857
f 643.23152825547243
f 632.46271399452064
f 629.53948210578471
f 632.58716440726846
f 602.37101039949755
f 640.93336957788870
f 565.88967228539639
f 642.61768554998537
f 563.95380493053619
f 630.40463173053638
f 590.47169864031798
f 603.25257287966110
f 629.32254997697999
f 570.84596269102246
f 650.19324379256147
f 591.32601028411125
f 653.57031442627374
f 617.92928831689619
f 627.51785605706345
f 670.38516717239497
f 679.54258427821128
f 678.48292800293359
f 682.64095537426738
f 673.78395178216442
f 692.64220168484167
f 659.60232057090195
f 647.41007455460453
f 657.72129783643697
f 589.47859795468435
f 673.26198356935174
f 591.82832850009504
f 678.15176195074503
f 636.21768206856450
f 671.54401992412807
f 667.82528363846779
f 640.32121118425130
f 677.20770228090817
f 594.20752436036469
f 672.05193122906962
f 591.74340928498793
f 658.55627738997521
f 650.45915331676463
f 655.54620369145232
f 694.41737984446354
f 672.37292985584963
f 683.36603417575498
f 677.62422288000334
f 682.91097893184019
f 670.07014559562629
f 671.72116597316494
f 639.26596275111967
f 630.63434070736514
f 592.77257898154494
f 590.25550296028973
