g Hull
f 39.18002349477135
f 38.94120167480006
f 38.89058876102022
f 39.30363094910367
f 39.01982768983920
f 39.12183006666002
f 38.15042760035774
f 38.16968909379971
f 26.01343662415225
f 25.99116983808420
f 23.14242256032289
f 25.93990721126370
f 23.30104948347940
f 23.18043207071134
f 38.53093421946367
f 38.92134549954505
f 41.31136606983813
f 39.11706996591945
f 40.52622861305304
f 39.32531456801869
f 39.30146638826446
f 39.21428545916006
f 39.58577028260754
f 39.36179997133483
f 39.11913017763369
f 26.27380193629897
f 26.29506111983418
f 24.30743487152445
f 23.54388369863166
f 26.49373199034926
f 40.48966622464665
f 40.29073458631622
f 24.47633038570428
f 39.49934501816394
f 24.41376766171929
f 24.38964943563557
f 39.77254425574785
f 38.05588085048160
f 39.99352381216348
f 40.12726618643475
f 40.50555291425695
f 40.50213543883225
f 23.63976672029784
f 26.78033275059697
f 26.80804045157123
f 24.58583183817263
f 40.12550664768939
f 40.36999789196810
f 40.07663021091963
f 40.46559883274075
f 40.32650440828730
f 40.30264513422053
f 39.67194513362700
f 39.92800877366020
f 39.97686779342985
f 40.58399785883270
f 40.64164885614182
f 40.19367236087562
f 40.21720956869577
f 40.33494235420912
f 39.79867692453870
f 39.94349656018541
f 40.03994921170298
f 21.55897758378431
f 40.72269294721907
f 40.01616208349548
f 20.39263697876019
f 40.13804193242035
f 39.73691080217574
f 39.84981720266428
f 40.06540330422934
f 20.32535084222512
f 25.69361536342860
f 38.11221470037801
f 38.56661794385283
f 22.96956769350893
f 22.70156291023716
f 25.66755906324230
f 40.28589381585328
f 40.37527586010882
f 38.18785871136838
f 38.62972188450035
f 38.51325132795771
f 38.94568892132678
f 38.21970571746936
f 38.14305547334551
f 40.36715396436028
f 40.38992053644233
f 38.65014570625296
f 40.48803481275831
f 40.38782896433929
f 39.03558316498064
f 39.10540317888115
f 40.23723430744663
f 40.16579168565676
f 39.97046909013751
f 40.09802815399190
f 39.96604514103382
f 40.06588735071844
f 39.86327390005314
f 26.85751180147776
f 26.67178341052606
f 26.83702827948215
f 24.42833230854188
f 39.83859557372266
f 39.80319287888466
f 39.66716876405740
f 39.69467975436817
f 39.49766661725014
f 39.52989583723016
f 39.46937477767258
f 39.68395429625949
f 39.58379240386606
f 39.56427023522777
f 39.53359291743091
f 39.61636647685684
f 39.31825960643152
f 39.04203225503230
f 39.19438610804345
f 39.41113683811557
f 39.18578766623131
f 39.15400966131141
f 39.23581032385201
f 39.29665295435943
f 40.07222130896864
f 39.63447806769152
f 39.93119640862238
f 39.64607871638081
f 39.02337067178030
f 39.31216377949146
f 39.25447475173523
f 39.34235899404899
f 39.37635977067191
f 39.79375144440903
f 39.71931084672332
f 39.94194251230989
f 39.54021683262790
f 39.61589659975551
f 39.73866158905530
f 39.97017874702068
f 39.80392039606211
f 39.51770691950723
f 39.54123915583203
f 39.81278843131740
f 39.64513355287378
f 39.70995637217682
f 39.30886601137873
f 39.42248789007946
f 39.13121078384486
f 39.03719100540857
f 39.24657797708187
f 38.54648331520165
f 39.14533296684079
f 38.98326690981623
f 38.95614566856719
f 38.88330102433702
f 38.87813148284232
f 40.31680768564087
f 40.39377951204826
f 40.29554951187522
f 40.16384102707175
f 40.15789333669007
f 37.92915893177712
f 38.67217897931574
f 38.61454576598392
f 38.89894300517621
f 38.93799415072508
f 38.93908724284277
f 39.14248886765521
f 38.90053084495866
f 38.13989854112951
f 38.14846980833711
f 38.82812936905782
f 38.40308552552213
f 38.27242318213769
f 38.72131883522565
f 39.32406146040002
f 39.13111608830010
f 39.35302031672954
f 39.32279950680023
f 39.64424179982196
f 39.44478414238387
f 39.44685573626070
f 39.29993629181835
f 39.17805518637684
f 39.28317061671468
f 26.27546302488183
f 26.33456170513826
f 25.93869673899190
f 26.21676751787487
f 39.74578425291440
f 39.33575936155302
f 39.37668810550048
f 39.48513730765916
f 39.54803087473316
f 39.18571035077061
f 38.50898954049455
f 38.46813035891183
f 38.46021363640387
f 22.01396776628177
f 39.06170208840202
f 38.96974474948926
f 38.60584598510474
f 39.03744102602638
f 38.38577067219892
f 38.44659524823111
f 39.95152593436913
f 39.75136453228117
f 39.45456480326268
f 39.42925361601219
f 39.38725923040494
f 39.11269877745843
f 38.97129361874697
f 39.33330517177480
f 39.42680197653884
f 39.12860260461286
f 38.55901765415339
f 38.44367881035713
f 38.58040271555650
f 26.18408769753358
f 26.11119263197117
f 23.47201188344829
f 38.49827942966979
f 38.08894184565926
f 25.87198063621898
f 21.63750775786165
f 21.67669859816812
f 21.43363445776857
f 21.54450157776872
f 38.85446171205685
f 38.72201420665436
f 38.44188566239762
f 38.85133386390915
f 38.33416778922191
f 38.22254624100111
f 39.35346416853913
f 39.32534002013886
f 39.24846565951599
f 39.28257108680948
f 39.07162582083706
f 38.99869514229591
f 39.41745918891651
f 39.14863908372122
f 39.01066768517389
f 39.51159161379428
f 39.31487166969038
f 39.05445267033863
f 38.32045124956046
f 38.50977597307900
f 38.33952452447242
f 38.54433105272327
f 38.26474412025562
f 38.14839884915845
f 38.56784997893324
f 38.56686924031474
f 38.25047341591196
f 21.64730888134813
f 21.49941887608443
f 21.76427955774518
f 38.93778755928204
f 38.88896832259178
f 38.34299949053324
f 38.81050536674388
f 38.31488143696411
f 38.37603033190366
f 39.35018446586055
f 38.86694897239676
f 38.95459622732650
f 39.29722064173553
f 39.33978601302748
f 38.89599693735520
f 38.40594187483016
f 38.35487465101394
f 38.39779911170029
f 39.18106081398965
f 39.11102006377105
f 39.05724397064012
f 38.94545544549942
f 38.85309125336376
f 21.54717874639543
f 21.63471943289845
f 21.46122247718549
f 38.88445256055026
f 38.79655553242925
f 38.29336519219800
f 38.74895382403587
f 38.27232291979796
f 38.40503945323848
f 39.42215392658981
f 38.93316052620553
f 38.79961159991599
f 38.55683244672345
f 38.11635355682716
f 38.36376563664221
f 21.65158125443789
f 38.54147264680016
f 38.68231897211107
f 38.08881629736779
f 21.46316516661951
f 39.14798174684029
f 39.25832601141949
f 39.00561823561671
f 38.41438916222388
f 38.29766465927947
f 38.40473682818013
f 20.31005056235885
f 20.35364779371400
f 20.21423667924772
f 22.78641504830420
f 25.68887406740365
f 25.56016937342795
f 22.58992789053916
f 22.69778049073013
f 25.60692748158036
f 39.17391412979712
f 38.89095573307867
f 39.20650998033766
f 38.67619661867796
f 38.46828481263547
f 38.93977726771342
f 38.75508816185211
f 38.82752745466765
f 21.52112982313221
f 21.53825115217105
f 21.40198355458543
f 38.81973524183427
f 38.70552970479772
f 38.05694411324039
f 38.55254320629561
f 38.15588722746310
f 38.37281003148131
f 38.23303284701096
f 37.74970354892541
f 23.30683659188264
f 21.51176103448937
f 25.69866000734884
f 25.68731060381144
f 22.83483539634004
f 21.45185962218494
f 20.60567771029663
f 20.33432471012134
f 38.29429688709489
f 39.25464756388006
f 38.99690874913168
f 39.01982325361064
f 39.23266468107798
f 39.18155331418975
f 38.93839446383258
f 38.33645657250944
f 38.43398663306350
f 38.27784742744426
f 38.15735683342801
f 39.12819813574421
f 39.12883879109008
f 38.93478144582819
f 38.54132314512536
f 38.36330187612452
f 38.25806051532716
f 39.14414590398655
f 38.78291341879522
f 38.73493761067100
f 38.30028598328771
f 21.50515003134210
f 21.53932690021680
f 21.37179055435471
f 38.69439283515072
f 38.69024863628472
f 38.14573732768489
f 38.46213748758581
f 38.26676533768723
f 38.19831898329106
f 39.23785603176589
f 38.98457926297550
f 38.76296254831144
f 38.93906158528452
f 39.15436185713298
f 38.68530461836056
f 38.29676123048102
f 25.74959964516015
f 22.84068234427020
f 22.94408241047046
f 25.69289737755119
f 25.60086136512736
f 22.76174151757252
f 20.27040852849564
f 20.50895285684903
f 20.21678164723649
g Upper Deck
f 22.29251291833832
f 22.07163113491104
f 39.97953935926847
f 40.46903632491811
f 39.96502584492949
f 39.96199630853954
f 39.77724539480199
f 39.47938862455213
f 39.28798816422844
f 40.02961754939967
f 39.13449638955142
f 39.27263068367993
f 39.17984461085455
f 38.85672332103675
f 38.49944156139843
f 39.13753235292199
f 40.73925967087208
f 32.73592704075652
f 33.08887047722242
f 32.85893838214846
f 32.71432230682070
f 32.32332774914909
f 31.91006711181574
f 33.12572916445114
f 33.29330098054442
f 22.86035340209684
f 22.60428007402769
f 22.44731964864173
f 22.23279512775167
f 21.61179918565353
f 22.46022477342507
f 22.50835600264910
f 22.85145694647109
f 31.80584895303073
f 31.43429942764787
f 31.68612454305925
f 31.84721711674167
f 32.26521690067680
f 32.79011270350958
f 40.57698250826280
f 40.14356352678149
f 39.43841864422680
f 40.55705954310267
f 22.80569528433813
f 23.98279507663826
f 24.21082288776105
f 32.74305068040161
f 33.48602493741978
f 39.99506930731020
f 24.20736845053834
f 24.17068400652195
f 22.83609813893795
f 40.56649906680148
f 23.85589553244255
f 23.57739149113566
f 22.54955878288163
f 33.71387032896605
f 32.82028896645942
f 33.26274419481933
f 32.85634513877208
f 32.63472714096317
f 41.22960772983158
f 39.22166366621871
f 39.03628045758106
f 39.24229280154687
f 23.57944105316825
f 22.28212697561019
f 21.86548974602971
f 40.06958638720214
f 39.60467289178701
f 38.91757553067594
f 20.48145398445125
f 20.26643433470158
f 32.88314851912914
f 32.33869910314971
f 31.85250275142051
f 39.84702131684270
f 40.18161964555594
f 39.11920309894271
f 40.51338052511859
f 40.03982509162456
f 39.43434220193561
f 39.30854513904777
f 39.34688924565116
f 20.02228687568305
f 22.44754887452769
f 22.80743507475472
f 21.84686494895436
f 21.97161229476960
f 22.89853815141364
f 22.61650011034741
f 31.63093978801985
f 32.37117003134836
f 32.06037569725451
f 22.01335668812372
f 22.75523480947691
f 22.86094106538499
f 31.92016929704769
f 32.42821910315490
f 32.58910003709239
f 32.20299946159167
f 32.07850163473069
f 32.02856119162827
f 32.42616857565663
f 32.18501436699715
f 32.26873180716374
f 23.32577403614601
f 23.42719871460578
f 22.68096980161900
f 38.52579996697578
f 38.82003224758162
f 39.41916509977177
f 23.52493973255737
f 23.57673844795497
f 22.80234037612892
f 39.08322794444669
f 39.13498293130159
f 39.41286269866311
f 38.86549364239829
f 40.27711632250787
f 39.08670000476489
f 32.83413024593097
f 32.45572295289861
f 32.37783155038922
f 39.50157278832680
f 40.49050585269948
f 39.30380285484524
f 23.53197403393148
f 23.51436784959804
f 22.47776004445398
f 39.28877682816556
f 39.21309652767484
f 39.43858686241430
f 39.66843163727447
f 40.46622661735590
f 39.27424818269449
f 32.83717801492840
f 32.41792630144125
f 32.36120488532823
f 23.54470291062909
f 23.67922092311949
f 22.75204355839035
f 39.36804011860342
f 39.43306415892268
f 39.52791260615560
f 39.60067535070726
f 40.52839990038927
f 39.43095524322342
f 32.92794226550897
f 32.39192941004482
f 32.44887774914248
f 22.76107577670206
f 23.83625153281562
f 23.96307667731688
f 39.69052514187633
f 40.04299070535475
f 39.36592613079650
f 39.62029333121401
f 39.56963342305938
f 39.81059393597182
f 32.87439593698699
f 33.30822316327069
f 33.13555592261010
f 22.93236230546833
f 24.10178076026387
f 25.19238232620739
f 31.47115900529597
f 30.92500692917390
f 31.08295767906660
f 41.17414294521752
f 40.63185569627130
f 39.76809375456560
f 41.40672492055393
f 40.75665490377730
f 40.15373480411147
f 33.55612334300287
f 34.16629334268744
f 33.39667807198553
f 32.15045146436720
f 31.55480073016239
f 30.90245518623642
f 31.94014679278258
f 32.65342611346276
f 31.98667832524412
f 32.26038653022147
f 32.12921645021385
f 32.40885609885147
f 32.57259082471908
f 31.82103592687303
f 22.80029187603218
f 22.94061549538349
f 21.98099108485530
f 22.01512059777113
f 31.05758384236485
f 31.51505968633375
f 30.89189033914435
f 31.31846887053507
f 31.78833634135568
f 31.98752272224088
f 32.06630726514216
f 32.39755831370060
f 31.30511327096847
f 33.10682432602793
f 31.81874588476966
f 33.85128969188111
f 41.85710075811292
f 41.34640296986006
f 40.76675172262900
f 40.85142270572194
f 41.13882694319577
f 40.54999854796125
f 41.01031863174775
f 40.45475482648938
f 40.50504588199897
f 41.07271746908819
f 41.01881782367722
f 40.46333360788204
f 39.69094473884569
f 39.93770183898597
f 40.35167783572829
f 39.68044283127761
f 39.84162845384093
f 40.06313804380575
f 41.51863679631296
f 40.99513248617556
f 40.73832828097672
f 31.53291240730056
f 24.53185025496110
f 40.33785938397470
f 40.12645923917707
f 40.18960046994352
f 31.00304152239242
f 23.20353951591186
f 32.90575980004714
f 33.57683634502153
f 32.67192849129832
f 33.25263450797154
f 40.72148348465607
f 40.05031708413732
f 40.05235812317120
f 40.41937469952308
f 40.30534011597131
f 39.89036910654501
f 39.67989439009400
f 39.53425081791094
f 39.43122647512673
f 39.64635861565814
f 39.52280182373073
f 39.60028903389587
f 39.35118254653212
f 39.26152014276319
f 39.48710554562112
f 40.25789810566735
f 40.22245798539237
f 39.68254623586905
f 39.44233858178509
f 39.45947399253556
f 39.44672622417040
f 24.29667648140535
f 23.22259368307293
f 24.00639353770065
f 22.93722285730357
f 40.03564202126872
f 39.57809831977094
f 39.64118798687476
f 32.63486775689386
f 33.08901960071434
f 32.38625234893414
f 32.99938997239605
f 40.30530842336535
f 40.43853803559213
f 39.73431603817399
f 40.27983340162512
f 39.68708443849610
f 39.69008526155586
f 39.39445001175392
f 39.40150692287327
f 39.48605643011561
f 39.41813250261151
f 39.13755951733161
f 39.32443430779586
f 39.16161643719974
f 39.34360800471474
f 39.26264883438091
f 40.26569717190879
f 39.96135813690503
f 39.54240659887999
f 39.19780167770873
f 39.27388769170994
f 39.43515950495667
f 23.55130942114488
f 23.80816861771149
f 22.61639006726913
f 23.00303179145002
f 39.81110194098684
f 39.53482733146030
f 39.60957076058870
f 32.54227297350847
f 32.36739089943143
f 32.77159178772823
f 32.90382783692775
f 40.60652813395092
f 39.77728197922265
f 39.71891157817197
f 40.28881523568894
f 40.53364528363851
f 39.55789601203966
f 39.20923665397437
f 39.40038521835285
f 39.23569288420939
f 39.26996450308896
f 39.21305671241102
f 39.28768155409646
f 39.28813601323235
f 39.44271228957247
f 39.44657930037657
f 39.12661424352024
f 39.17223314766280
f 39.37750575406472
f 39.96382156582725
f 40.07283966922704
f 39.47170449089450
f 23.71799422606761
f 23.71648850294982
f 22.54457711000795
f 39.94831100187865
f 39.40285861249839
f 39.33691819421696
f 22.47565060992197
f 22.87346098755917
f 22.92989104517897
f 23.78758264249037
f 22.81991968895155
f 32.76747565912258
f 32.34301084344159
f 32.29625528979960
f 22.05170022227886
f 32.91947730383320
f 40.15982426943427
f 39.64095839360812
f 39.46295212154924
f 39.57221340067150
f 39.82821058001491
f 39.49482386453794
f 39.75434092830805
f 40.01458166846921
f 22.57383744819883
f 39.27467266151768
f 39.20428365971649
f 39.19887367658810
f 39.38114328162850
f 39.38298985986339
f 39.74126730792157
f 22.11902125544980
f 40.39248388055555
f 39.58660085348502
f 39.63179654652021
f 40.25375125494258
f 40.57674953289883
f 39.58965411835645
f 39.13430901152926
f 39.08957783184093
f 39.27987258461661
f 39.13168899118697
f 39.14942423998130
f 39.17735909233719
f 39.06919481720902
f 39.28052982943653
f 39.17313541288190
f 39.19355420668674
f 39.04599857104873
f 39.42616025920732
f 39.95078371793409
f 39.87860072710288
f 39.35129493829331
f 23.45140087609385
f 32.77772638723356
f 32.68754825697785
f 33.14088340234503
f 40.57761714376411
f 39.97445888765093
f 40.59910111905852
f 40.33517655623096
f 39.86132892902296
f 39.34983148184402
f 39.57838861100799
f 39.24548331740255
f 40.32073351140330
f 39.52370307232394
f 39.51678654483478
f 39.43591266809745
f 39.58488017576865
f 39.72817188834039
f 23.46074256192122
f 22.57848468181706
f 39.84458736093493
f 39.22831682357037
f 39.42009733465683
f 22.41991033248513
f 32.25984857824440
f 22.10842461358932
f 22.32067901648271
f 22.29810514296755
f 23.75771702341138
f 22.86025268954900
f 23.10287673073554
f 32.58317397947755
f 39.68193400990074
f 39.22934223432694
f 38.59462489788462
f 38.94948659881676
f 38.75021457084204
f 38.90985179430669
f 21.09538908341680
f 21.64656140754957
f 20.73246020681133
f 38.78234466802767
f 38.31950604172857
f 38.48621030191851
f 22.87575655901099
f 23.51608310024479
f 38.92842452503228
f 38.98865791816815
f 39.02600919153740
f 40.07459026459266
f 39.87246644846998
f 40.19687008900157
f 38.84334725287632
f 38.86836144302821
f 38.65692718213725
f 19.75866423652779
f 19.92064404434247
f 20.77996440540576
f 19.86430546983372
f 20.25119162708450
f 20.98622899501592
f 40.10892325714089
f 40.00634712713484
f 39.02136839504854
f 32.57651085107258
f 32.21829973107822
f 33.01126431787632
f 32.79120811010905
f 40.25881183760961
f 39.46487929613193
f 39.30722754821097
f 39.68891255733914
f 39.84612564000855
f 39.43911349779464
f 39.14242784900114
f 38.89195312020314
f 39.05594649287077
f 31.99612339054095
f 32.14552482208742
f 38.49095912815284
f 38.75632262608386
f 38.82124123314394
f 39.03263910055451
f 39.32854227738807
f 38.80754819915678
f 39.81420306440204
f 39.76627100203643
f 39.16838457939202
f 38.64095356955787
f 38.68642211714852
f 38.96271531385293
f 39.35634938763853
f 38.80428938519646
f 38.97294008095857
f 23.67247687511007
f 23.56419542588133
f 22.37758776935483
f 22.58103461317533
f 32.21001199268731
f 32.42595239139192
f 33.09642360245621
f 32.84017463967959
f 32.77293671647854
f 20.58823551200765
f 36.13260308495841
f 21.81206200567020
f 22.20086899010878
f 21.74877061571070
f 22.65206480093939
g Aft Cabin
f 23.89283830196334
f 24.45817929024643
f 35.09676788554385
f 23.48616956460817
f 21.83708452611163
f 22.29017313947435
f 31.89925044044693
f 31.98158013253871
f 34.25206853338700
f 34.29678176211398
f 41.82746583989311
f 40.54154631152532
f 40.45260634742895
f 41.46339970508004
f 40.76024455638496
f 40.93136775714589
f 23.41689733815102
f 24.34613382871845
f 22.76009152581327
f 24.46246281466602
f 24.94575957297586
f 23.71520457828766
f 24.82873169937350
f 23.89155258387300
f 23.40027260100540
f 23.97649195319405
f 24.13571590149460
f 22.88213070840836
f 35.17299052157464
f 34.34142146582889
f 33.46108965192293
f 34.54013034360742
f 33.98276471829459
f 33.62832760780650
f 41.29252559511345
f 40.59838878907861
f 40.93394690752372
f 41.23763894400574
f 41.08031617155017
f 40.55559026933123
f 40.57975531738925
f 40.23831392858030
f 40.10804039789983
f 40.95404434050007
f 40.55914867860734
f 41.20854070297113
f 35.20746050245076
f 34.12282757627860
f 33.80903967756002
f 41.19011837219531
f 40.41216474734550
f 40.38235008220625
f 25.33198963831434
f 24.43189038134911
f 23.29074357263542
f 32.28246870381463
f 31.46068666624158
f 31.36220232441020
f 41.96274338439120
f 41.81572055556243
f 41.03682330637058
f 32.41046818484588
f 32.16250288687925
f 31.46824797405264
f 22.07191577845584
f 33.89275107855723
f 33.98255501191549
f 34.69086837666997
f 34.31363139698167
f 34.87346423281658
f 41.54746480043565
f 41.28030988741205
f 41.56525511293201
f 41.19839074671667
f 41.60919049091568
f 41.30867869261015
f 41.81919616468140
f 40.43005382614935
f 42.00254307877467
f 40.21723118706204
f 40.53947150270476
f 40.17045234534352
f 40.31402696940642
f 40.27420568232866
f 42.36358754591070
f 33.78389493331482
f 33.50643301634331
f 23.93989122531503
f 23.93120703397564
f 23.46144256747110
f 33.88442251889341
f 33.77364848640393
f 33.95257877316241
f 33.36998363252697
f 40.66885188933548
f 24.61450344779618
f 24.21468134995176
f 40.87822229346342
f 41.02051585840290
f 40.39067988079793
f 40.51397565183105
f 40.24481631701389
f 34.04927222108571
f 33.58982588154133
f 33.45103720884403
f 34.27772102338443
f 34.29666336631282
f 34.76296991336906
f 34.21475257861257
f 34.62013486085091
f 34.88627663455628
f 40.66178467608653
f 40.91489844447491
f 41.17326455464836
f 34.26564907880518
f 34.82758718778940
f 34.94504458392969
f 41.19246211185861
f 40.89746011566606
f 41.47107002024683
f 23.75384826830340
f 35.25411515245430
f 41.36955463691235
f 41.65867214530631
f 41.76412075339461
f 40.89831692628624
f 40.50535366054436
f 40.53120267741182
f 41.24425569581270
f 41.28234375685187
f 41.06961775636113
f 40.32621926089808
f 40.28563635956495
f 40.26848333187006
f 40.21499039743032
f 40.65645848254478
f 40.66821249213653
f 40.68083616786394
f 40.50266588667124
f 40.39418613495326
f 24.08913467169780
f 34.64262581450901
f 24.24658739417011
f 24.71665813443154
f 40.38823576217571
f 40.51971065982780
f 40.66446283484323
f 40.99660889234576
f 40.86775636107766
f 41.01921751380863
f 40.82601185409164
f 40.78360514268659
f 40.75485204893716
f 41.08207517539469
f 34.52920895006483
f 41.46347718705470
f 41.30205264719231
f 24.28283780237730
f 24.64969780227464
f 24.87991674859411
f 23.87801966007241
f 23.33417476292047
f 23.41331595195019
f 24.24145913254706
f 24.39482226773914
f 24.90597904230778
f 23.71898331465177
f 23.77796619301245
f 23.22483482342073
f 34.84212036661826
f 35.25487205961222
f 35.53631504361807
f 34.29526346144512
f 33.80545408513925
f 33.55237901164153
f 34.28016649161095
f 34.67974437745209
f 34.10132798012041
f 32.20536466526083
f 32.48122714343764
f 32.94029639692621
f 41.07003967654283
f 40.92321370739848
f 40.90252244175626
f 24.24059055481738
f 23.61185810529253
f 24.07405450087376
f 24.56961262645956
f 33.43177128199330
f 24.95459611208836
f 24.92428529287697
f 24.73617778141535
f 24.97307774288295
f 25.78708442940128
f 31.90513249163993
f 32.30118077482772
f 23.28872737646072
f 32.29102549122618
f 41.35506844889986
f 41.57181280778605
f 23.61154150012731
f 41.72169210954703
f 40.78792337795402
f 40.92583601414785
f 40.51290425832369
f 31.32817681608808
f 31.58063995230474
f 31.73765694429801
f 31.43642249743863
f 31.38499380902768
f 31.59195142391727
f 32.05267110543320
f 31.68015440673324
f 31.90937229963007
f 32.36453456190650
f 32.58242823868810
f 31.88871292730518
f 32.46552478909013
f 32.12470786531206
f 31.76657945536295
f 31.34990856823854
f 31.63704862499232
f 31.66681896415862
f 40.86911470871388
f 40.81998886277684
f 40.50044376714810
f 41.37345962320306
f 41.57499965259434
f 41.73189832672455
f 23.18787201870621
f 23.61985967670982
f 23.67502664242013
f 24.09896419461286
f 23.62424258525116
f 24.05411798532971
f 24.02282352016651
f 23.04972944686736
f 22.00198158075474
f 23.32925762330114
f 23.78530657884508
f 23.74993381761437
f 23.98613606252335
f 23.33429734103574
f 23.42224696351414
f 22.19398444845374
f 22.25437764728883
f 22.77657794835074
f 22.01861932206250
f 22.75520243210204
f 22.72399760396745
f 23.17246495920152
f 23.41508919933096
f 23.71919005806023
f 25.07062452634725
f 25.17607411451438
f 24.28539106612785
g Tall Stack
f 38.83931136382504
f 41.00535606439963
f 40.01912236847335
f 26.69829367436962
f 26.88692766523952
f 26.74227974465508
f 27.52555908705537
f 40.66351636578170
f 26.96299898078813
f 58.57285977112161
f 56.54245706140583
f 58.94238604369684
f 56.75152612027303
f 40.46962108674010
f 38.73553758438952
f 26.76408773363852
f 39.25067237653541
f 40.75002887989529
f 26.78626638698529
f 26.89486674450028
f 26.80191066848857
f 26.62512225885920
f 27.44483368110928
f 54.17751686079978
f 54.02853122442912
f 40.50724949656666
f 40.74908960680915
f 40.89784677292050
f 40.63466885085342
f 27.33478840477716
f 26.84398930459354
f 53.20869685490442
f 27.37281534852632
f 40.62478443620889
f 54.21423415659338
f 41.00682682679025
f 39.53365978059509
f 39.67595675585859
f 27.01597729336592
f 40.96056741979135
f 26.71165128176683
f 40.93590164805993
f 26.45415281277739
f 40.69013202219790
f 26.20857956896156
f 26.66302974331704
f 40.77258536652510
f 40.76652488638308
f 40.85009167511573
f 41.05986562354962
f 27.05786283390917
f 27.03329828026683
f 26.52756304159108
f 25.89680466374282
f 25.74150524502399
f 26.50517035221056
f 25.51466095566798
f 26.62251763476316
f 26.53740950329499
f 40.80209139636891
f 26.59552541141432
f 26.59480271763862
f 26.82021737584122
f 39.84354095889389
f 39.37732882487123
f 39.57537434795426
f 40.81595870386344
f 26.69665941733115
f 26.79074031819453
f 40.63964445425272
f 40.81262554826345
f 39.16571690167305
f 38.72945259951040
f 39.13435088433795
f 38.73187461304595
f 38.72401658868979
f 38.80046080066933
f 26.74677039005711
f 26.62743172905147
f 26.61061164971326
f 26.91545562789137
f 26.75153906723780
f 40.47717197078879
f 27.09412228299812
f 26.55143678925759
f 26.55801397994992
f 26.89795977765349
f 40.57071381344921
f 40.69926700841937
f 26.80253212918219
f 26.86355609082869
f 26.94031679865867
f 40.38194770393289
f 38.66248808530943
f 38.68250122323702
f 38.95680506301269
f 40.50173691467474
f 40.59341282904209
f 53.59125840986882
g Short Stack
f 27.55742285106584
f 25.84223815495439
f 25.89290374000895
f 41.05629713990248
f 39.73600636486025
f 39.76474421884117
f 41.23830627171325
f 27.61342649867100
f 56.47549698843066
f 56.44411693263230
f 56.24337416706850
f 56.21896839627504
f 54.20420492805285
f 56.45012625311070
f 56.52570422541430
f 56.52378151903331
f 41.24341659858838
f 56.24557519065718
f 27.88249023080496
f 56.50369548418952
f 26.02779788114346
f 56.42578237320387
f 41.08022957538888
f 27.55461080766042
f 53.78328974875507
f 39.89423034522839
f 25.85937955300520
f 26.00738074563755
f 26.19175523511619
f 39.54043212549320
f 39.72472586831860
f 27.49436656826976
f 26.66715688993864
f 26.06087469918092
f 54.11215793577976
f 27.66742573540880
f 26.87871621026801
f 26.15964764247361
f 26.73552016148536
f 26.67676484690544
f 26.72738589990515
f 41.26930683874546
f 40.89508160282497
f 40.81741189757437
f 41.27954128323103
f 41.09152469292859
f 41.06366057507746
f 41.22994442302438
f 25.86096796202397
f 26.47763052877828
f 26.19996106147068
f 26.03664069902781
f 56.24863642739231
f 26.03698251316945
f 27.60255208378344
f 27.57623559102528
f 26.04702751857967
f 56.52813319010168
f 26.08143669779363
f 27.14132818383600
f 39.45335301049985
f 39.59539661394034
f 39.88226413206324
f 39.81732492262612
f 39.83727209617402
f 39.68784837918028
f 41.09009843750633
f 41.03910241857191
f 41.23068263161444
f 56.44911098052445
f 56.21746249732804
f 56.46113203461648
f 54.45582398252986
f 56.21270314328705
f 56.58257361965572
f 56.51239428459550
f 26.75313930183117
f 26.65365443944662
f 27.23553335767264
f 26.61522254842123
f 39.34126866016117
f 26.72106442398812
f 39.64263468767196
f 26.75399745544983
f 39.54328154073347
f 25.96542945094333
f 39.55470330784041
f 25.95535790715629
f 40.93415967131081
f 25.97165723911649
f 40.97229376024409
f 26.44922057681677
f 40.93538445198504
f 40.72522212690219
f 40.96976828946144
f 40.96511726341837
f 40.95725391984818
f 41.03466124239239
f 40.96026357725302
f 41.30588489397004
g Tall Stack Exhaust
f 250.00000000000000
g Short Stack Exhaust
f 200.00000000000000
f 200.00000000000000
f 200.00000000000000
f 200.00000000000000
f 200.00000000000000
f 200.00000000000000
f 200.00000000000000
f 200.00000000000000
f 200.00000000000000
f 200.00000000000000
f 200.00000000000000
f 200.00000000000000
f 200.00000000000000
f 200.00000000000000
f 200.00000000000000
f 200.00000000000000
f 200.00000000000000
f 200.00000000000000
g Engine
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
f 88.00000000000000
