g Hull
f 21.76767693746677
f 21.61597426500926
f 22.16575982343925
f 22.08676544205730
f 21.45988748031786
f 21.60153063608008
f 22.23552018112587
f 22.36019094414161
f 21.83388621758306
f 27.31114792084829
f 26.87285395411402
f 28.47596624912021
f 27.69969757197126
f 27.94481641072136
f 27.34624068987031
f 27.26491234032340
f 22.12126529605587
f 29.68956834438054
f 22.88051412897719
f 22.68069987654770
f 22.86909939603208
f 23.20119537532742
f 23.21640322921082
f 22.83211401204294
f 22.99001934994651
f 23.20168280419673
f 23.15595554694314
f 22.59526250824591
f 22.03862601541969
f 22.43300118865909
f 22.41592543198372
f 21.55468042899735
f 21.67961594440927
f 22.60306576209905
f 22.76658256772598
f 21.60793561098659
f 21.47214712666454
f 22.66153359026797
f 22.18007707527078
f 21.85559374786024
f 23.43558011372073
f 22.60636029182986
f 22.40049048654677
f 21.69834299317586
f 21.62805943815307
f 21.65721579765263
f 22.70498272231805
f 21.56519797046514
f 21.66829906470376
f 22.81832064223619
f 22.76474727282597
f 21.50637254175188
f 21.60550058121170
f 22.11273136197976
f 22.10536659126240
f 21.39496997840901
f 21.15918535897324
f 21.87212704586648
f 22.11829000512291
f 29.12020468824680
f 28.64542992912970
f 30.07222067437925
f 21.39259028001839
f 27.97152798612106
f 28.39214686656076
f 27.84253252365223
f 27.18655647406453
f 27.68357867551066
f 27.40753398480333
f 21.25483473654869
f 22.04685804300374
f 21.94638854816706
f 21.41215881801174
f 21.49978794420172
f 22.45546108907079
f 30.05944407380528
f 30.41078652157036
f 22.08513853990335
f 21.88383466327212
f 23.27700502293331
f 31.22580029004270
f 21.47844258894188
f 21.46315783538386
f 22.58134241497369
f 21.63294614250607
f 21.72640790584743
f 22.80028955243057
f 22.89331453626364
f 21.90466637751102
f 21.67693793128432
f 22.73330263325082
f 22.71946650940902
f 21.76507912113210
f 21.45151904606942
f 29.57790134502318
f 29.13299817215062
f 28.30155567071381
f 28.91278924188502
f 27.81401216887724
f 27.85151431744218
f 28.25459737802501
f 27.99195020140272
f 22.76296080759273
f 22.76111932306965
f 21.83045216954383
f 21.53730926966228
f 22.86605512180266
f 22.79893697978503
f 22.87218770934000
f 21.74427652606127
f 21.53379451572618
f 22.27597818518857
f 21.87641863264386
f 21.77022741563007
f 22.76906819449775
f 21.51956337386178
f 21.64918227111400
f 21.26607229356922
f 21.28057107637095
f 22.76580515819785
f 21.62900344045073
f 21.68711498088854
f 22.74772957863859
f 22.93063119054754
f 21.98797771280067
f 22.14718009286763
f 29.98000951612080
f 29.98893668629470
f 28.87051341312917
f 29.63996638305024
f 29.21969889042326
f 28.48458084147791
f 28.36704848664452
f 28.98232036375154
f 21.82432122879197
f 23.01585004488086
f 22.09302927881894
f 21.92105559640531
f 21.13276137746003
f 21.89659871569479
f 21.18007324295695
f 21.11152609041941
f 30.64279512437965
f 30.34669501642184
f 29.69293963300368
f 30.21033653867564
f 30.25486764619870
f 32.05344879445419
f 29.59622366590650
f 29.28049222574895
f 29.01299498921104
f 29.36692232955535
f 32.98261488252766
f 21.29657827953276
f 21.18967727920634
f 22.20191718843740
f 21.58640795787407
f 21.22707417904028
f 20.98831295712291
f 21.99346490007984
f 20.82825913935227
f 23.58465010674938
f 30.54662321853156
f 30.30267617794684
f 23.56097717185439
f 30.20062960266656
f 29.97719787219207
f 29.53906318682185
f 29.32880426563112
f 29.84022213429268
f 30.01542000073739
f 31.13007430055579
f 29.37947259379729
f 21.16167487693799
f 21.47789089362663
f 22.05557937131777
f 21.25965934211658
f 21.26776627929165
f 20.91155733534476
f 21.37292534409163
f 21.02347469655754
f 29.16880314315713
f 30.53921207648691
f 29.05982355715682
f 31.56858008449890
f 31.06145532498901
f 29.41485819883816
f 29.62528151366178
f 28.77038341393805
f 28.82343106429906
f 28.56691146791400
f 29.72110122312475
f 31.91383838885007
f 28.40866690579776
f 31.38874465620248
f 30.72271580748311
f 26.05989372660585
f 30.44586114403679
f 30.35825187692114
f 31.27062455268659
f 29.89947853689872
f 29.80493399046619
f 29.59941780105781
f 29.24412064270797
f 29.88027822995618
f 29.64632605920145
f 23.17068517297777
f 21.97497410191442
f 22.13040310717762
f 22.64358631327974
f 21.45465133933650
f 21.40967539038890
f 21.24523921410572
f 21.72703141257469
f 22.10653226539891
f 31.09051010757330
f 22.75940727429853
f 31.56064984905116
f 24.40154887106484
f 31.63384735992680
f 31.09340387626565
f 30.12273514941974
f 23.29064744178866
f 31.04320652875084
f 23.60885024834971
f 30.61372790514207
f 30.84700064966894
f 29.67516734508413
f 29.55992347402444
f 30.66555784041878
f 23.36024361286452
f 21.26294055082570
f 33.26260047046148
f 32.61375120656216
f 21.00602832991381
f 21.51499322760436
f 22.71116806513660
f 20.92118699916727
f 21.15607646894938
f 20.66030512115145
f 20.49311324286261
f 28.37886439273693
f 28.30842362656650
f 29.52884765824487
f 30.24493182491185
f 22.81226041832277
f 23.31213985259168
f 23.36308954246528
f 23.35219360565312
f 22.34129796585228
f 22.47402255821176
f 22.19822765961421
f 22.01366944321956
f 31.43499153555549
f 30.61836034458803
f 29.63404316291161
f 30.49477768469623
f 20.41254232013584
f 21.41700077945904
f 20.41076864052597
f 20.79108515949038
f 21.08423890796255
f 31.51916786646998
f 32.63666202022276
f 30.77935764806950
f 31.79280056059525
f 21.92371739565385
f 20.84382809864270
f 21.17898261638563
f 28.99123973007255
f 30.52790044084386
f 29.04682855897138
f 31.69690972292396
f 31.46459908022119
f 31.83444672450770
f 31.72549598706964
f 29.54528635438227
f 22.82608881285686
f 23.25479991561782
f 23.39676663607212
f 22.94476579222466
f 23.05622476420423
f 23.18035606716226
f 23.45506847946361
f 23.47296940067617
f 28.58995359434225
f 28.47998324658483
f 28.79464772621808
f 28.35668698336264
f 22.99930859285779
f 22.48481533820950
f 23.85031146021119
f 22.69846753541480
f 22.04625041081759
f 22.24717784293336
f 22.33847235903205
f 23.28232154390966
f 21.87264023677789
f 21.72883302480059
f 29.45765710378733
f 28.93276729861625
f 30.23162771615645
f 29.25969179319451
f 30.42985982704124
f 29.54514018608558
f 30.30408706133841
f 30.38004342135841
f 32.44557175268366
f 31.68699725814450
f 31.73361251404638
f 31.52456661660618
f 31.98576033362401
f 31.86766964541074
f 31.82298391756885
f 31.71943223779814
f 21.62553074086802
f 21.71264133189113
f 21.14766064833940
f 21.71229205515794
f 22.23844587830994
f 22.13566690829127
f 21.87080120158056
f 22.04586578942692
f 22.09620188945084
f 22.67665094080729
f 22.72930363658548
f 23.13258164648927
f 23.06240682985836
f 22.73819755850761
f 22.05899274936587
f 28.69147966467909
f 29.07846846077612
f 28.45505753301682
f 28.78584378642862
f 29.53495934236420
f 29.77900864516332
f 29.09227258534401
f 30.28693780846452
f 21.13852793906820
f 20.82594649424502
f 21.41953537680896
f 21.24310109895281
f 22.86900380268210
f 22.08499576786020
f 21.62622565896602
f 21.60467835480872
f 30.78741335264896
f 30.50850714178030
f 32.18211934434914
f 31.32410599037322
f 31.70141507732834
f 31.52815340739563
f 30.60763714473211
f 30.41207076213513
f 28.45899319121461
f 28.69961143334576
f 28.34133727201989
f 28.67056137814513
f 28.97244014887245
f 29.66639976233155
f 29.06176955345451
f 30.33684837400283
f 21.35775185959135
f 21.29367936451742
f 22.08900354609161
f 21.77449108230425
f 21.66399749106775
f 21.76954670243673
f 22.03755520325991
f 21.22157997624852
f 20.92663385229487
f 21.07281916332293
f 20.75419787366362
f 21.24022930081355
f 22.91191513032553
f 21.55218494219885
f 21.38109742756735
f 21.40222308808362
f 29.55228609951853
f 29.02043318543410
f 28.61953338159209
f 28.71210497544689
f 28.96736333217504
f 30.28273586161485
f 28.36269105686000
f 28.11729878570284
f 29.27698998730575
f 30.06906811690519
f 30.13188757530098
f 29.48017649966622
f 30.05427527295585
f 29.83753307426737
f 31.33161357947765
f 30.42333356617508
f 21.28819433142041
f 21.08495923955737
f 22.69086755308652
f 21.29873602550850
f 21.24685398597405
f 21.18261431936419
f 21.70240539712003
f 20.87387827808740
f 20.97590396204728
f 21.00941924588346
